owl:Class,dct:identifier,spa:accessionNumberPoster,schema:name,schema:author,eclap:director,schema:performer,spa:theaterSeason,eclap:firstPerformanceData,ex:Plakatart,ex:MasseincmHxB,ex:Technik,ex:Grafiker,ex:Drucker,ex:Verso,schema:comment
spa:Audio,STS-Plakat00000087,PL 001.087,"Bartsch, Kindermörder","Reese, Oliver ",,Simon Chen; Hochschule für Theater Bern,1998/99,02.03.1999,Stückplakat,42.0 x 29.7 cm,Color Laser,,,,
spa:Audio,STS-Plakat00000088,PL 001.088,Oh du Held/  Held ohne Gedächtnis...Mehr als nur eine Heldenbrust? [Eine satirisch-komische Groteske],"Schenk, Caroline; Rothenbühler, Daniel; Wenk,Sefano",R: Caroline Schenk,"Daniel Rothenbühler, Stefano Wenk ",1998/99,12.03.1999,Stückplakat,42.0 x 29.7 cm,Offsetdruck,Sonja Benz,,,
spa:Audio,STS-Plakat00000089,PL 001.089,Musical first pages,0,,gen verde tournee 98,1998/99,15.11.1998,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,gen verde tournee 98
spa:Audio,STS-Plakat00000090,PL 001.090,Geschöpfe,"Hoffmann, Tobias","R: Tobias Hoffmann, Ulrike Balmer","Fabian Baumer, Patrick Boldshauser, Simone Falb, Alexandra Glatthard, Karin Hamm und Thomas Keller",,,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000091,PL 001.091,Uus der Chuchi plouderet,"Pollak, Gusti",,Gusti Pollak,,,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000092,PL 001.092,Mummenschanz,0,,Mummenschanz,,,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000093,PL 001.093,"Bertolt Brecht. Hanns Ernst Jaeger spricht, liest u singt Texte von Bertolt Brecht","Brecht, Bertolt",R: Hannes Ernst Jaeger,Hanns Ernst Jaeger; M: Klaus Melcher,1970/71,16.11.1970,Stückplakat,42.0 x 29.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000094,PL 001.094,Das Orchester. Ein Konzertstück. Deutsch von Franz Geiger. ,"Anouilh, Jean",R: Hannes Maeder; ML: Michael Ostermann; BB: Karel Spanhak; K: Johanna Weise,"Ursula Bergen, Yvette Simone, Eva David, Liselotte Müller, Silvia Jost, Eva Vogel, Helmut Göttig, Paul Geser",1970/71,,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,P-Datum ca. Mai 1971
spa:Audio,STS-Plakat00000095,PL 001.095,Hamlet,"Shakespeare, William",R: Dominique Bourquin,"Philippe Jeanloz, Philippe Vuilleumier, Th. Steiger, L. Andrié, D. Bourquin.",1983/84,05.04.1984,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,5./6.4. öffentliche Generalprobe
spa:Audio,STS-Plakat00000096,PL 001.096,"Beckett ... Beckett... Beckett...oder ""Nichts ist komischer als das Unglück""","Beckett, Samuel",R: und BB: Ralf Milde; K: Inge Borisch,"Ralf Milde, Franziska Sörensen, Siegfried Meisner, Draniel Gräub, Alf Breithen, Isabelle Ott, Carlotte Renner",1987/88,23.04.1988,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000097,PL 001.097,Biedermann und die Brandstifter,"Frisch, Max",R: Helmut Pietz,,1987/88,04.05.1988,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000098,PL 001.098,"Circus Viva. Mit Fantasmagorja, dem unfassbaren  magischen Theater",0,,,,,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000099,PL 001.099,Türk Devlet Halk Danslari Toplulugu,0,,,1985/86,21.03.1986,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,"40 Tänzer, Sänger und Musiker"
spa:Audio,STS-Plakat00000100,PL 001.1,"La Grande-Duchesse de Gérolstein [F]. Operette in drei Akten, Libretto von Henri Meilhac und Ludovic Halévy.","Offenbach, Jacques","ML: Hervé Niquet; R: Christoph Marthaler; BB: Anna Viebrock; K: Sarah Schittek; CL: Henryk Polus; Li: Hrmann Münzer; Dra: Brigitte Heusinger, Malte Ubenauf","Carina Braunschmidt, Jeanine De Bique, Altea Garrido, Karen Gamboni, Sollenn’ Lavanant-Linke, Anne Sofie von Otter, Agata Wilewska, Karl-Heinz Brandt, Raphael Clamer, Eugene Chan, Bendix Dethleffsen, Christoph Homberger, Ueli Jäggi, Jürg Kienberger, Norman Reinhardt, Rolf Romei; Chor des Theater Basel; Kammerorchester Basel",2009/10,20.12.2009,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Creaplot AG/Münchenstein / Foto Mats Bächer,,x,
spa:Audio,STS-Plakat00000101,PL 001.100,Theatar Circus Cocolori,0,,,,,Stückplakat,42.0 x 29.7 cm,Fotokopie,,,,
spa:Audio,STS-Plakat00000102,PL 001.101,Gasser Olympia,0,,,,,Veranstaltungsplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000103,PL 001.102,Der Engel mit dem Blumentopf,Miguel Mihura,R: J. C. Maier,Bankomödchen (Sektion des Freizeitvereins der Schweiz.Bankgesellschaft),1978/79,08.06.1979,Stückplakat,42.0 x 29.7 cm,Offsetdruck,G. Bonfiglioli,,,
spa:Audio,STS-Plakat00000104,PL 001.103,Der weisse Kranich. Eine schottische Ballade,"Schwengeler, Arnold H.; Güdel, Ruth",,Gondiswiler Marionettentheater ,1992/93,08.05.1993,Stückplakat,42.0 x 29. 7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000105,PL 001.104,Meisterklasse-Maria Callas,"Nally, Mc Terrence",R: Wolfgang Hagemann; BB: Peter Notz; K: Catherine Voeffray; Dra: Angelika Salvisberg; Regieassistenz/Abendspielleitung: Julia Schreiber; ML: Michael Frei,"Heidi Maria Glössner, Michael Frei, Arabelle Rozinek, Ursula Reese, Alessandro di Cesare, Claude Küpfer",1998/99,23.06.1999,Stückplakat,42.0 x 29.7 cm,Color Laser,,,,
spa:Audio,STS-Plakat00000106,PL 001.105,Sososolo mit Theater und Thomas Mettler,"Mettler, Thomas",,Thomas Mettler,1998/99,24.06.1999,Stückplakat,42.0 x 29. 7 cm,Offsetdruck,Marianne Diethelm,,,
spa:Audio,STS-Plakat00000107,PL 001.106,D’Liebi macht eim rych. Ein musikalischer Theaterabend,0,,,1998/99,07.07.1999,Stückplakat,39.0 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000108,PL 001.107,Erdkühlein. Figurentheater Margrit Gysin,"Gysin, Margrit ",R: Henk Boerwinkel,,,,Stückplakat,42.0 x 29.7 cm,Offsetdruck,Margrit und Irene,,,
spa:Audio,STS-Plakat00000109,PL 001.108,Engagement für einen Clown,"Visniec, Matei",R: Gábor Tompa; BB u K: Anna Király,"Kurt Bigger, Zoltàn Gera, Magda Stief, Luzia Westerguard",1996/97,24.02.1997,Stückplakat,41.5 x 30.0 cm,Siebdruck auf Goldpapier,,,,1 Plakat enthält das Mass 84.0 x 59.3 cm (Diese 3 Plakate wurden aus der PL 001 entfernt)
spa:Audio,STS-Plakat00000110,PL 001.109,Heute weder Hamlet. Ein Stück Theater,"Lewandowski, Rainer",R: Cyril Tissot; K: Verena Jegerlehner; Dra: Nicola May; Li: Bernhard Bieri,Uwe Schönbeck,1998/99,27.02.1999,Stückplakat,42.0 x 29.7 cm,Bubblejet/ Farbkopie,,,,
spa:Audio,STS-Plakat00000111,PL 001.110,Circo furioso: Wildes Poetisches Circus -Theater von Palino,0,,,1990/91,02.12.1990,Stückplakat,42.0 x 29.7 cm,Offsetdruck,"Cornelia Ziegler, Bettina Truninger",,,
spa:Audio,STS-Plakat00000112,PL 001.111,Bamboche,"Musy, Gilbert",R: Elena Vuille-Mondada; M: Michel Hostettler; BB: Christophe Mercier; K: Mélisse Brunner.,"Arlette Chédel,Guy Delafontaine, Nadia Fabrizio, Maxime Favrod, Christian Gavillet, Rodolphe Ittig, Jean -Yves Pidoux",1986/87,21.04.1987,Stückplakat,42.0 x 29.7 cm,Offsetdruck,"Claude Kuhn, Bern",,,"[1D]  Tournée: La Tour-de-Peilz, Morges, La Chaux-de-Fonds, Yverdon, Genève. Premiere Yverdon: 21.5.1987"
spa:Audio,STS-Plakat00000113,PL 001.112,Calderon.  Traduction: Michèle Fabien.,"Pasolini, Pier Paolo ",R: Elena Vuille-Mondada; BB u. K: Ruth Pulgram; Li: Eric Gasser.,"Naara Salomon, Florence Quartenoud, Françoise Ingold, Claudia Gaemperle, Alain Le Coultre, Olivier Möschler, Jean-Yves Pidoux, Guy Delafontaine, Elena Vuille-Mondada.",1990/91,17.01.1991,Stückplakat,42.0 x 29.7 cm,Offsetdruck,Antoine Guex,,,
spa:Audio,STS-Plakat00000114,PL 001.113,"... und alles uf Chrankeschii (""It runs in the family"")","Cooney, Ray",,Dramatischer Verein Stadel,1996/97,09.04.1997,Stückplakat + Spielplanplakat,59.3 x 42.0 cm,Offsetdruck,,,,[1D] 
spa:Audio,STS-Plakat00000115,PL 001.114,La Princesse Turandot. Conte Tragi-comique. Traduction: Elena Vuille-Mondada.,"Gozzi, Carlo",R: Elena Vuille-Mondada; BB u. K: Ruth Pulgram; Li: Eric Gasser; Effets musicaux: Jorge Pepi. ,"Françoise Ingold, Florence Quartenoud, Isabelle Maurice, Rodolphe Ittig, Guy Delafontaine, Anne Jaton, Alain Le Coultre, Jean-Yves Pidoux, Gilles Thibault, Daniel Vouillamoz, Elena Vuille-Mondada.",1991/92,16.01.1992,Stückplakat,42.0 x 29.7 cm,Offsetdruck,Antoine Guex,,,
spa:Audio,STS-Plakat00000116,PL 001.115,Les Travaux et les jours,"Vinaver, Michel",R: Elena Vuille-Mondada; BB u. K: Ruth Pulgram; M: Jorge Pepi; Li: Eric Gasser.,"Isabelle Bonillo, Claude Gaemperle, Françoise Ingold, Rodolphe Ittig, Guy Delafontaine (en remplacement de Jean-Yves Pidoux, accidenté).",1989/90,15.02.1990,Stückplakat,42.0 x 29.7 cm,Offsetdruck,Antoine Guex,,,"Le titre de cette pièce est emprunté à Hésiode, poète grec."
spa:Audio,STS-Plakat00000117,PL 001.116,L´homme et les armes ,"Shaw, George Bernard",R: Elena Vuille-Mondada; BB u. K: Mélisse Brunner; Li: Jean-Jacques Schenk.,"Anne Durand, Françoise Ingold, Veronique Montel, Vincent Aubert, GuyDelafontaine, Bernard Escalon, Jean-Yves Pidoux",1987/88,19.01.1988,Stückplakat,42.0 x 29.7 cm,Fotokopie,Antoine Guex,,,
spa:Audio,STS-Plakat00000118,PL 001.117,Kleine Zweifel,"Walser, Theresia",,Theresia Walser; Berner Ensemble,1998/99,03.10.1998,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000119,PL 001.118,"La Chasse au trésor. Opéra de chambre. Livret d'Elena Vuille-Mondada, d'après D. Buzzati. ","Pepi, Jorge",ML: Olivier Cuendet; R: Elena Vuille-Mondada; BB u.K: Ruth Pulgram.,"Anita Gautschi, Marie Boyer, Philippe Huttenlocher, Stephan Imboden, Daniel Vouillamoz et l'Ensemble Surplus.",1992/93,25.03.1993,Stückplakat,42.0 x 29.7 cm,Offsetdruck,Antoine Guex,,,
spa:Audio,STS-Plakat00000120,PL 001.119,Twelfth- Night or What You Will; Der Dreikönigsabend oder Was ihr wollt,"Shakespeare, William",,The English Department Drama Group,,,Stückplakat,42.0 x 29.7 cm,Fotokopie,,,,
spa:Audio,STS-Plakat00000121,PL 001.120,,0,"Ltg: Hugo Ramseyer, Norbert Klassen",,,,Blancodruck,48.0 x 26.5,Offsetdruck,,,,[1D]  Blancodruck
spa:Audio,STS-Plakat00000122,PL 001.121,"...und träume mir das Messer in das Herz... Ein Projekt nach “Faust” von Nikolaus Lenau, und Texten von Antonin Artaud","Lenau, Nikolaus; Artaud, Antonin",R: Norbert Klassen,"Elisabeth Berger, Brigitte Bissegger, Norbert Klassen",1978/79,25.05.1979,Stückplakat,60.0 x 22.0 cm,Offsetdruck,,,,[1D] 
spa:Audio,STS-Plakat00000123,PL 001.122,Opus 5: Cafe A,"Klima,Ivan","R: Peter Haller; BB: Fränzi Schneider, Arlette Zurbuchen.","Liliane Rihs, Anna Stäubli, Stefan Wyler, Damian Schnidrig, Willi Schweizer, Dorothe Guggisberg, Claude Cartier, Silvia Hurni, Ursula Peter, Roland Tynguely, Roland Felber, Philippe Dubied, Katrin Barben.",1985/86,06.11.1985,Stückplakat,41.4 x 24.5 cm,Offsetdruck,,,,Prod. Truppe: Bern: Krater Theater.
spa:Audio,STS-Plakat00000124,PL 001.123,Tanz - la danse suisse ,0,,,1999/00,19.02.2000,Spielplanplakat,89.0 x 21.0 cm,Offsetdruck,,,,"Programm auf der Rückseite. Aufführungen: Baden, Basel, Bern, Biel, Chur, Frauenfeld, Fribourg, Genève, Lausanne, Luzern, St.Gallen, Wattwil Winterthur, Zofingen, Zug, Zürich"
spa:Audio,STS-Plakat00000125,PL 001.124,Pfeifkonzert. Unsinnfonie in aha-Moll. Cabaret Schwäfelsüüri mit seinem 8 Programm,0,,"Helene Kern, Rolf Geissberger, Benny K. Obrist, Werner Andres, Edgar Zimmermann",1979/80,27.12.1979,Stückplakat,59.0 x 21.0 cm,Offsetdruck,,,,Prod. Truppe: Cabaret Schwäfelsüüri (H2SO4)
spa:Audio,STS-Plakat00000126,PL 001.125,"Liberté, égalité, varieté. Soirée surprise. Artistik, Musik, Zauberei",0,,"Gilbert G., Don Martin & Oleg",,,Stückplakat,59.0 x 21.0 cm ,Offsetdruck,,,,
spa:Audio,STS-Plakat00000127,PL 001.126,Little big Men in Concert,0,,,,,Konzertplakat,59.0 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000128,PL 001.127,Stehende Turbulenz. Wort und Bewegung,"Haller, Christian",,"Christian Haller, Monique Schnyder",2000/01,19.01.2001,Stückplakat,59.0 x 21.0 cm,Offsetdruck,Christian Mattis,,,
spa:Audio,STS-Plakat00000129,PL 001.128,Der Schlag des Flügels,Nabokov Vladimir,R: Jurij A. Vasiljev,"Karolina Huber, Markus Kunze",,,Stückplakat,"42,0 x 21. 0 cm",Bubblejet/ Farbkopie,,,,
spa:Audio,STS-Plakat00000130,PL 001.129,Schlachtplan,0,,,1998/99,,Spielplanplakat,"42.0 x 21,0 cm","Offsetdruck




",,,,
spa:Audio,STS-Plakat00000131,PL 001.130,"De Floräntinerhuet (""Chapeau de paille d'Italie"")",Labiche Eugène,"Binder, Rudolf",Dramatischer Verein Stadel,1997/98,16.01.1998,Saisonplakat,59.5 x 42.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000132,PL 001.131,Spielplanplakat 1999/ 00,0,,Junge Szene Bern,1999/00,,Spielplanplakat,42.0 x 29.7 cm,Offsetdruck,Rüegger und Albisetti,,,
spa:Audio,STS-Plakat00000133,PL 001.132,Teilliquidation. Wegen Geschäftsaufgabe veranstaltet das Hotel zum Deutschunterricht,0,"R: Hans Witschi; Heinz Häsler, Ganter",,2000/01,16.02.2001,Stückplakat,44.5 x 21.0 cm,Offsetdruck, ,,,
spa:Audio,STS-Plakat00000134,PL 001.133,"Liberté, égalité, varieté; Soirée surprise (Artistik, Musik, Zauberei)",0,,"Gilbert G, Don Martin & Oleg",2000/01,12.05.2001,Stückplakat,59.5 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000135,PL 001.134,"Um ein bisschen Rauch
Die Zeugen oder Unsere kleine Stabilisierung","Schwarz, Manfred; Rozewicz, Tadeusz",R: Christian Jauslin /   R:  Tadeusz Rozewicz  ,Zürich: Studentenrheater der Universität,1964/65,12.05.1965,Stückplakat,60.5 x 22.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000136,PL 001.135,Kellertheater “goldige schluuch“  . Mai/Juni 1975,0,,,1974/75,,Spielplanplakat,41.5 x 20.3 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000137,PL 001.136,Baden: Claque. November/Dezember 1975,0,,,1975/76,,Spielplanplakat,42.0 x 19.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000138,PL 001.137,Les aventures du brave soldat Chveik,0,,,,,Stückplakat,45.0 x 18.0 cm,Buchdruck,A A,,,
spa:Audio,STS-Plakat00000139,PL 001.138,Teatro Dimitri. Primavera 1976,0,,,1975/76,,Spielplanplakat,46.0 x 20.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000140,PL 001.139,Teatro Dimitri. Primavera 1976,0,,,1975/76,,Saisonplakat,47.3 x 20.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000141,PL 001.140,Teatro Dimitri. Primavera 1977,0,,,1976/77,,Saisonplakat,47.2 x 20.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000142,PL 001.141,Teatro Dimitri,0,,,,,Saisonplakat,46.0 x 20.7 cm,Offset druck,,,,
spa:Audio,STS-Plakat00000143,PL 001.142,Teatro Dimitri,0,,,,,Saisonplakat,46.0 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000144,PL 001.143,Ich habe eine grosse Sache im “Gring”. Ein Stück zum Leben ,"Glauser, Friederich",R: Hans Gysi ,Andreas Schertenleib,1995/96,05.06.1996,Stückplakat,45.0 x 20.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000145,PL 001.144,Die Zauberflöte,"Mozart, Wolfgang Amadeus ",,"Rolf Meyer, Martin Friedli",,,Stückplakat,"44.5 x 21,0 cm",Offsetdruck,,,,
spa:Audio,STS-Plakat00000146,PL 001.145,Die schwarze Spinne,"Gotthelf, Jeremias",,"Rolf Meyer, Martin Friedli",,,Stückplakat,45.0 x 21.0 cm,Offsetdruck,Eggenberg,,,
spa:Audio,STS-Plakat00000147,PL 001.146,Internationales Festival kleiner Bühnen,0,,,1972/73,04.06.1973,Spielplanplakat,42.0 x 22. 0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000148,PL 001.147,Don Juan. Komödie,0,M: Wolfgang Amadeus Mozart,"Rolf Meyer, Martin Friedli",,,Stückplakat,44.0 x 21.0 cm,Offsetdruck,S. Blaser,"Marti, Konolfingen",,
spa:Audio,STS-Plakat00000149,PL 001.148,Die bezaubernde Welt der historischen Figurinen 23. Mai – 11. Oktober,0,,,0,,Ausstellungsplakat,47.0 x 21.0 cm,Offsetdruck,,Impression Journal de Payerne,,
spa:Audio,STS-Plakat00000150,PL 001.149,Victor oder die Kinder an die Macht. Deutsch von Hella Krowleski,"Vitrac, Roger",R: Maria von Ostfelden; BB: Rudolf Manz; K: Jean Forster; M: Jehoschua Lakner,"Bruno Kaspar, Denys Seiler, Mathilde Schmitz, Ursula Corbelli, Janet Goldfarb, Peter Esser, Udi Schneewind, Peter Peiker, Johanna Jöri",1965/66,03.11.1965,Stückplakat,43.0 x 20.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000151,PL 001.150,Austellung mit Aufführung über ein Werk der Schüler des Totalen Theater.,0,,Theodora Joanna de Ridder,1984/85,09.06.1985,Stückplakat,43.5 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000152,PL 001.151,Winterthur: Kellertheater  “Goldige schluuch“ Winterthur,0,,,,,Spielplanplakat,48.0 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000153,PL 001.152,Winterthur: Kellertheater  “Goldige schluuch“ Winterthur,0,,,,,Spielplanplakat,48.0 x 22.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000154,PL 001.153,Winterthur: Kellertheater  “goldige schluuch“ Winterthur,0,,,,,Spielplanplakat,50.0 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000155,PL 001.154,Winterthur: Kellertheater  “goldige schluuch“  Winterthur,0,,,,,Spielplanplakat,50.5 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000156,PL 001.155,Winterthur: Kellertheater  “goldige schluuch“  Winterthur,0,,,,,Spielplanplakat,51.5 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000157,PL 001.156,Winterthur: Kellertheater  “goldige schluuch“  Winterthur,0,,,,,Spielplanplakat,49.0 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000158,PL 001.157,Winterthur: Kellertheater “goldige schluuch“  Winterthur,0,,,,,Spielplanplakat,45.0x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000159,PL 001.158,Winterthur: Kellertheater “goldige schluuch“  Winterthur,0,,,,,Spielplanplakat,47.7x 22.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000160,PL 001.159,Winterthur: Kellertheater  “goldige schluuch“  Winterthur,0,,,,,Spielplanplakat,51.7 x 21.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000161,PL 001.160,Kleines Studio am Montag-Festival,0,,,1974/75,07.03.1975,Spielplanplakat,60.5 x 29.7 cm,Offsetdruck,Stephan Bundi,,,[1D]  Dieses PLakat gibt es auch lachsrot
spa:Audio,STS-Plakat00000162,PL 001.161,Die Entführung aus dem Serail,"Mozart, Wolfgang Amadeus",,"Rolf Meyer, Martin Friedli",,,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000163,PL 001.162,Trau keinem über 60,"Beth, Gunter",R: Philippe Roussel,,2000/01,03.04.2001,Spielplanplakat,62.0 x 27.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000164,PL 001.163,Frank der Fünfte (Frank V.) Komödie einer Privatbank ,"Dürrenmatt, Fridrich ",R: Franz Grütter; M: Christoph Habegger,,2000/01,15.05.2001,Stückplakat,62.0 x 27.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000165,PL 001.164,Stadttheater Luzern. Wochenspielplan 1968/69,0,,,1968/69,,Spielplanplakat,83.5 x 22.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000166,PL 001.165,Saison 1992. Théâtre du Jorat Mézières,0,,,1991/92,,Saisonplakat,42.0 x 25.0 cm,Offsetdruck,Grafal,,,
spa:Audio,STS-Plakat00000167,PL 001.166,50. szene,0,,"Jubiläumsblatt vom Kleintheater, Kino Moderne u Atelierkino",,,Stückplakat,44.0 x 24.0 cm,Offsetdruck,Niklaus Troxler,,,
spa:Audio,STS-Plakat00000168,PL 001.167,Andorra,"Max, Frisch",,,1968/69,17.06.1969,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000169,PL 001.168,Les salons de la reine woodoo; Un rêve américain à Genève de Bernard Bengoloan ,"Bengloan, Bernard",R: u CH: Michel Corod; R: Yves Guala,,1983/84,28.02.1984,Stückplakat,36.5 x 25.0 cm,Offsetdruck,,"Arts graphiques Les Remparts SA, Yverdon-les Bains",,
spa:Audio,STS-Plakat00000170,PL 001.169,Mitten in einem Zimmer,"Sala, Luisella ",R: Jordy Haderek,Esther Rietschin,1988/89,09.12.1988,Stückplakat,42.0 x 29.7 cm,Offsetdruck,Christine Steybe,,,
spa:Audio,STS-Plakat00000171,PL 001.170,Magic Afternoon,"Bauer, Wolfgang",R: Klaus Gmeiner; BB: Karel Spanhak,"Silvia Jost, Hartmut Pfeil, Yvette Simone, Eberhard Hoffmann",1970/71,29.09.1970,Stückplakat,39.0 x 24.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000172,PL 001.171,Mooney’ s Wohnwagen,"Terson, Peter ",R: Hans Peter Blumer,"Hartmut Pfeil, Yvette Simone",1971/72,25.02.1972,Stückplakat,42.0 x 25. 0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000173,PL 001.172,Insomnia,"Tabori, George ",R: Stephan Roppel,,1997/98,12.12.1997,Stückplakat,43. x 25.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000174,PL 001.173,Les marionnettes de Fribourg,0,,,1979/80,23.04.1980,Stückplakat,43.0 x 25.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000175,PL 001.174,Théâtre du Jorat Mézières. Saison 1997,0,,,1997,,Saisonplakat,42.0 x 25.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000176,PL 001.175,Théâtre du Jorat Mézières. Saison 1996,0,,,1995/96,,Spielplanplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000177,PL 001.176,"Zorn. Theaterstück nach dem Buch ""Mars"" von Fritz Zorn","Endres, Ria",R: Barbara Liebster; M: Christoph Baumann; BB: Heinz Kriesi; K: Gabi Rahm; Dra. Reinhard Palm. ,"Frank Demenga, Peter Steiner, Renate Steiger, Wolfgang Warncke, Michael Gassner, Jessica Früh.",1990/91,21.02.1991,Stückplakat,42.0 x 29.7 cm,Offsetdruck,Eugen Bachmann-Geiser,Mastra-Druck AG,,Uhraufführung
spa:Audio,STS-Plakat00000178,PL 001.177,Huit femmes,"Thomas, Robert",,,1990/91,25.01.1991,Stückplakat,43.0 x 24.0cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000179,PL 001.178,Théâtre du Jorat Mézières. Saison 1993,0,,,1992/93,,Saisonplakat,45.0 x 25.07 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000180,PL 001.179,Modern Love Waltz,"Korinkova, Helena",,Helena Korinkova,1996/97,23.05.1997,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000181,PL 001.180,Schönweid. Ein Stück über die Feindschaft,Zamt u Zunder,,,2000/01,09.05.2001,Stückplakat,50.0 x 24.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000182,PL 001.181,Dr Sunntigsmörder,"Watkyn, Arthur",R: Rosmarie Büchler,,1978/79,03.04.1979,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000183,PL 001.182,Stadttheater Zürich,0,,,,,Spielplanplakat,47.0 x 24.0cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000184,PL 001.183,Schauspielhaus  Zürich,0,,,,,Spielplanplakat,47.0 x 23.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000185,PL 001.184,"Zell-Arzberg. Eine etwas entlegene, skurrile, monströse Beziehungskiste ","Kofler, Werner ",R: Alexander Stoja,"Astrid Wittinghofer, Roland Lötscher",,,Stückplakat,42.0 x 29.7 cm,Offsetdruck,,,,
