owl:Class,dct:identifier,spa:accessionNumberPoster,schema:name,schema:author,eclap:director,schema:performer,spa:theaterSeason,eclap:firstPerformanceData,ex:Plakatart,ex:MasseincmHxB,ex:Technik,ex:Grafiker,ex:Drucker,ex:Verso,schema:comment
spa:Audio,STS-Plakat00004512,PL 031.107,"Soupçons. Librement adapté de la série documentaire par Carine Corajoud, Dorian Rossel et Delphine Lanza de Jean-Xavier de Lestrade.","Corajoud, Carine; Dorian Rossel, Delphine Lanza (nach Jean-Xavier de Lestrade)","R: Dorian Rossel; BB: Jane Joyet; Li u Video: Estelle Becker; M: Patricia Bosshard, David Robin; K: Barbara Thonney, Dra: Carine Corajoud","Carine Barbey, Mathieu Delmonté, Rodolphe Dekowski, Xavier Fernandez-Cavada, Delphine Lanza, Elodie Weber, Musiciens: Patricia Bosshard, Adrien Lièvre",2010/11,10.02.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,(D)
spa:Audio,STS-Plakat00004513,PL 031.108,Théâtres saison 11/12,0,0,0,2011/12,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004514,PL 031.109,Asphalte. Théâtre hip-hop,"Rigal, Pierre",CH u Li: Pierre Rigal; M: Julien Lepreux; K: Mélanie Chartreux; BB u Li: Frédéric Stoll,"Mathieu Hernandez, Hervé Kanda, Yoann Nirennold, Camille Regneault, Julien Saint-Maximin",2009/10,16.02.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004515,PL 031.110,Supermarket. Soap opera. Traduit de l’allemand par Michel Bataillon und Ubavka Zaric.,"Srbljanovic, Biljana","R: Gianni Schneider; Dra: Olivier Zuchuat; BB: Michel Beuchat, Gianni Schneider; K: Anna Van Brée, Olivier Falconnier; Li: Michel Beuchat, Laurent Junod; Video: Eugène Dyson; M: Jean Rochat","Sandra Gaudin, Baptiste Gilliéron, Céline Nidegger, Frédéric Polier, Anne-Catherine Savoy, Bastien Semenzato, Roland Vouilloz",2009/10,16.03.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004516,PL 031.111,"Flowers in the Mirror. Traduction et adaptation de Hikoka Ri, Vincent Tordjman.","Chen, Li Ju","R u BB: Charles Tordjman, Vincent Tordjman; K: Peng Dinghuang, Nana Wan; Li: Christian Pinaud; M: Vicnet, Xiong Yigao","Yang Xu, Liu Yan, Liu Yi, Li Zhong, Xia Chang Rong, Liu Xiao Peng, Shi Xin Jian, Luo Ming Liang, Wei Yan, Ren Shuang, Tian Guo Ji, Tan Yuan Yuan, Tang Kang Ming, He Hong Qing, Zou Hong, Bai Zhonghua; Musiker: Xu Wei, Zhang Bo Bo, Lin Xiao, Chen Wei, Gong Yong, Liu Xin",2009/10,13.04.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004517,PL 031.112,La Médaille,"Breitman, Zabou (d’après Lydie Salvayre)",R: Zabou Breitman,"Jean-Luc Couchard, Maryline Even, Jean-Claude Frissung, Caroline Gonce, François Levantal, Geneviève Mnich, Eric Prat, Delphine Théodore",2009/10,26.05.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004518,PL 031.113,Richard III,"Shakespeare, William",R: Valentin Rossier,,2009/10,21.09.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004519,PL 031.114,Les Chaises,"Ionesco, Eugène",R: Luc Bondy; BB u Li: Karl-Ernst Herrmann; K: Eva Dessecker,"Dominique Reymond, Micha Lescot, Roch Leibovici",2010/11,09.11.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004520,PL 031.115,La curva (Tabula rasa),"Galván,Israel",CH: Israel Galván; R: Txiki Berraondo; Li: Rubèn Camacho,"Israel Galván, Inés Bacán, Sylvie Courvoisier, Bobote",2010/11,07.12.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker, Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004521,PL 031.116,micro,"Rigal, Pierre","R, BB u CH: Pierre Rigal; K: Sylvie Marcucci; Li: Frédéric Stoll","Mélanie Chartreux, Malik Djoudi, Gwenaël Drapeau, Julien Lepreux, Pierre Rigal",2010/11,14.01.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker,Pierre Grosbois",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004522,PL 031.117,Slava’s Snowshow,"Polunin, Slava","R: Slava Polunin; BB: Viktor Plotnikov, Slava Polunin","Slava Polunin, Alxander Frish, Artem Zhimolokhov, Bradford West, Dmitry Khamzin, Elena Ushakova, Evgeny Perevalov, Nikolai Terentiev, Oleg Lugovskoy, Robert Saralp, Tatiana Karamysheva, Yury Musatov, Franchesco Bifano",2010/11,09.06.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Sériegraphie,"Design ADN Werner Jeker,Mario del Curto",Uldry Sériegraphie,x,
spa:Audio,STS-Plakat00004523,PL 031.118,"Wir sind wieder da (Theater  Basel)
Eine Familie Stück von Tracy Letts ab 24.9.2010
Die Räuber Stück von Friedrich Schiller ab 2.10.2010",0,0,0,2010/11,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,,,x,
spa:Audio,STS-Plakat00004524,PL 031.119,"Graf Öderland. Eine Moriat in zwölf Bildern 
Eden 6km","Frisch, Max","R: Simon Solberg; BB: Maren Greinke, Simon Solberg; K: Katja Strohschneider; Video: Raphael Zehnder; Dra: Ole Georg Graf; Li: Roland Edrich","Inga Eickemeier, Dirk Glodde, Martin Hug, Claudia Jahn, Vincent Leittersdorf, Jan Viethen",2010/11,10.09.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,,,x,
spa:Audio,STS-Plakat00004525,PL 031.120,My Fair Lady,"Loewe, Frederick","ML: David Cowan, Giuliano Betta, Rolando Garza; R: Tom Ryser; BB: Silvia Merlo, Ulf Stengl; K: Uta Meenen; CL: Henryk Polus; CH: Eva Gruner; Dra: Brigitte Heusinger; Li: Markus Küry","Agata Wilewska, Dirk Glodde, Andrew Murphy, Michael Pflumm, Waltraud Danner-Herrmann, Iris Eick, Melina Faka, Bea Nichele Wiggli, Sigrun Schneggenburger, Soledad Steinhardt, Krzysztof Debicki, Piotr Jan Hoeder, Martin Krämer, Wladyslaw W. Dylag,  Jacek Krosnicki, Venus Madrid, Christoph Mory. Jean Claude Cuenat, Basil Eckert, Urs Erismann, Laci Gaspar, Robert Keller, Peter Graf, Marc Wyss; Chor des Theater Basel; FairBand; Basel sinfonietta",2010/11,11.11.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Bild: Hans-Peter Feldmann,Schwabe Muttez Basel,x,
spa:Audio,STS-Plakat00004526,PL 031.121,Theater Basel Saison 2010/2011,0,0,0,2010/11,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,,,x,
spa:Audio,STS-Plakat00004527,PL 031.122,"Parsifal /Theater Basel
Parsifal [D]. Ein Bühnenweihfestspiel. Dichtung vom Komponisten.","Wagner, Richard","ML: Axel Kober, Gabriel Feltz, Giuliano Betta; R: Benedikt von Peter; BB: Natascha von Steiger; K: Katrin Wittig; Video: Bert Zander, Vivian Andereggen; Li: Hermann Münzer; CL: Henryk Polus; Dra: Brigitte Heusinger","Alfred Walker, Allan Evans, Rita Ahonen, Geraldine Cassidy, Ursula Füri-Bernhard, Laurence Guillod, Rena Harms, Deborah Leonetti, Solenn’ Lavanant-Linke, Patrizia Häusermann, Heidi Dahinden, Alice Häfliger, Oumar Diouf, Maud Ryaux, Agata Wilewska, Karl-Heinz Brandt, Michael Feyfar, Liang Li, Ethan Herschenfeld, Rolf Romei, Erlend Tvinnereim, Andrew Murphy, Rolf Romei, Stefan Stoll, Hee Do An, Magdalena Steinemann, Odilie Zinsstag-Steinemann; Zwillingspaare; Chor und Extrachor des Theater Basel; Knabenkantorei Basel; Sinfonieorchester Basel",2010/11,03.04.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,,,x,
spa:Audio,STS-Plakat00004528,PL 031.123,Jenseits von Eden,"Steinbeck, John",R: Peter Kastenmüller; BB: Michael Graessner; K: Kathi Maurer; Video: Martin Bosch; M: Pollyester; Dra: Martina Grohmann; Li: Guido Hölzer,"Martin Butzke, René Dumont, Hanna Eichel, Marie Jung, Vincent Leittersdorf, Astrid Meyerfeldt, Lorenz Nufer",2010/11,11.02.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,,,x,
spa:Audio,STS-Plakat00004529,PL 031.124,Alexander Fest,"Händel, Georg Friedrich","ML: Giuliano Betta; R u BB: Georges Delon; K: Marie-Thérèse Jossen; CL: Henryk Polus, Fritz Näf; Dra: Ute Vollmar","Solenn’ Lavanant-Linke, Agata Wilewska, Andrew Murphy, Rolf Romei, Alex Potter, Nick Monu, Catherine Habasque, Arianna Camani; Basler Madrigalisten; Ludus vocalis; Basel sinfonietta",2010/11,20.08.2010,Stückplakat,F4 Weltformat /  6x (128 x 89.5) cm,Digitaldruck,Peter Schwarz,,x,
spa:Audio,STS-Plakat00004530,PL 031.125,"Le poche 2010-2011
Jeanne De Mont, Comédienne",0,0,0,2010/11,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ La Fonderie Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004531,PL 031.126,"Le poche 2010-2011
comédien François Nadin",0,0,0,2010/11,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Sandra Pointet,,x,
spa:Audio,STS-Plakat00004532,PL 031.127,"Le poche 2010-2011
comédien Vincent Hubert",0,0,0,2010/11,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004533,PL 031.128,"Le poche 2010-2011
comédienne Drune Beuchat",0,0,0,2010/11,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004534,PL 031.129,Jean La vengeance,"Robart, Jérôme",R: Françoise Courvoisier; Li: Gilbert Maire,"Vincent Aubert, Julia Batinova, Fabienne Guelpa, José Lillo, Antony Mettler, Attilio Sandro Palese, Michel Rossy, Bastien Semenzato, Matteo Zimmermann",2010/11,13.09.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004535,PL 031.130,Hiver. Texte français de Terje Sinding.,"Fosse, Jon",R: Daniel Wolf; BB u K: Jean-Claude Maret,"Jeanne de Mont, David Gobet",2010/11,18.10.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004536,PL 031.131,Albahaca. Spectacle musical.,"Millner, Michele",R: Michele Millner; BB u Li: Aurélien Gattegno; K: Eva Heymann,"Yves Cerf, Paco Chambi, Raul Esmerode, Michele Millner, Jeanne Pasquier, Montse Sadurni",2010/11,10.12.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004537,PL 031.132,La Campagne. Texte français de Philippe Djian.,"Crimp, Martin",R: Philippe Lüscher; BB: Jean-Marc Humm; Li: Danielle Milovic; M: Stéphane Oertli; K: Valentine Savary,"Jessica Kraatz, Sophie Lukasik, François Nadin",2010/11,17.01.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004538,PL 031.133,Le Combat d’une reine,"Réal, Grisélidis",B u R: Françoise Courvoisier; Li: Aurélien Gattegno; Video: Sarah Chevalier,"Judith Magre, Magali Pinglaut, Françoise Courvoisier",2010/11,07.03.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004539,PL 031.134,"Blackbird. Texte français de Zabou Breitman, Léa Drucker.","Harrower, David",R: Gérard Desarthe; Dra: Jean Badin; BB: Jean-Marc Humm; K: Marie Barone; Li: Michel Beuchat,"Prune Beuchat, Raoul Teuscher, Talulla Day-Schmid, Emma Langton",2010/11,30.05.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Jean Marc Humm/ Augustin Rebetez,,x,
spa:Audio,STS-Plakat00004540,PL 031.135,Giselle. Musik von Adolphe Adam.,"Wherlock, Richard","CH: Richard Wherlock; ML: David Garforth, Giuliano Betta; BB: Bruce French; K: Helena de Medeiros; Li: Jordan Tuinman; Dra: Bettina Fischer","Debora Maiques Marin, Courtney Alison Gibbs, Sergio Bustinduy, Florent Mollet, Jorge García Pérez, Adrien Boissonet, Diego Benito Gutierrez, Roderick George, Marius Razvan Dumitru, Iker Murillo, Cédric Anselme-Mathieu, Javier Rodríguez Cobos, Cinthia Labaronne, Sol Bilbao Lucuix, Ayako Nakano, Annabelle Peintre, Manuel Renard, Vitali Safronkine, Roderick George, Claudio Constatino, Dana Johaníková, Dévi-Azélia Selly, Jin Young Won, Raquel Rey Ramos, Tana Rosás Suné, Kusha Alexi, Roberta Parmiggiani, Camille Aublé, Emma Chadwick, Sara Wikström, Ayako Nakano; Sinfonieorchester Basel",2010/11,12.01.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Foto Ismael Lorenzo,Schwabe AG,x,
spa:Audio,STS-Plakat00004541,PL 031.136,"One of a Kind. Musik von Brett Dean, Carlo Gesualdo da Venosa, David Hykes, Simon Hunt, Michael Askill, Benjamin Britten, Chiel Meijering, David Lumsdaine, John Cage","Kylian, Jiri","CH: Jiri Kylian; Einstudierung: Cora Bos-Kroese, Nancy Euverink, Ken Ossola; BB: Atsushi Kitagawara; K: Joke Visser; Li: Michael Simon","Debora Maiques Marin, Courtney Alison Gibbs, Sergio Bustinduy, Florent Mollet, Jorge García Pérez, Adrien Boissonet, Diego Benito Gutierrez, Roderick George, Marius Razvan Dumitru, Iker Murillo, Cédric Anselme-Mathieu, Javier Rodríguez Cobos, Cinthia Labaronne, Sol Bilbao Lucuix, Ayako Nakano, Annabelle Peintre, Manuel Renard, Vitali Safronkine, Roderick George, Claudio Constatino, Dana Johaníková, Dévi-Azélia Selly, Jin Young Won, Raquel Rey Ramos, Tana Rosás Suné, Kusha Alexi, Roberta Parmiggiani, Camille Aublé, Emma Chadwick, Sara Wikström, Ayako Nakano",2010/11,24.09.2010,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Foto Ismael Lorenzo,Schwabe AG,x,
spa:Audio,STS-Plakat00004542,PL 031.137,"Loops
Le spectre de la rose  [Loops ;1]  Musik von Carl Maria von Weber
Golden Partita [Loops ;2].  Musik von Aram Iljitsch Chatschaturjan, Léo Delibes.
Duende [Loops ;3]. Musik von Claude Debussy.

","Wherlock, Richard;  Elo, Jorma;  Duato, Nacho","CH, BB u K: Richard Wherlock; ML: David Garforth, Giuliano Betta; Li: Jordan Tuinman; Dra: Bettina Fischer
CH u BB: Jorma Elo; ML: David Garforth, Giuliano Betta; K: Yumiko Takeshima; Li: Jordan Tuinman
CH: Nacho Duato; Einstudierung: Kevin Irving; ML: David Garforth, Giuliano Betta; BB: Walter Nobbe; K: Susan Unger; Li: Nicolás Fischtel
","Annabelle Peintre, Ayako Nakano, Jorge García Pérez, Manuel Renard; Sinfonieorchester Basel
Courtney Alison Gibbs, Sol Bilbao Lucuix, Ayako Nakano, Annabelle Peintre, Debora Maiques Marin, Cinthia Labaronne, Raquel Rey Ramos, Camille Aublé, Sara Wikström, Jin Young Won, Cédric Anselme-Mathieu, Vitali Safronkine, Sergio Bustinduy, Iker Murillo, Marius Razvan Dumitru, Jorge García Pérez, Roderick George, Javier Rodríguez Cobos, Manuel Renard, Adrien Boissonnet; Sinfonieorchester Basel
Sol Bilbao Lucuix, Raquel Rey Ramos, Debora Maiques Marin, Camille Aublé, Ayako Nakano, Courtney Alison Gibbs, Annabelle Peintre, Tana Rosás Sunné, Dévi-Azélia Selly, Cinthia Labaronne, Sara Wikström, Emma Chadwick, Cédric Anselme-Mathieu, Roderick George, Diego Benito Gutierrez, Florent Mollet, Sergio Bustinduy, Jorge García Pérez, Iker Murillo, Adrien Boissonnet, Marius Razvan Dumitru, Manuel Renard, Javier Rodríguez Cobos, Vitali Safronkine; Sinfonieorchester Basel
",2010/11,05.05.2011,Stückplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,Foto Ismael Lorenzo,Schwabe AG/ Basel Muttenz,x,
spa:Audio,STS-Plakat00004543,PL 031.138,Saison Schnuper ABO,0,0,0,2010/11,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,,Schwabe AG/ Basel Muttenz,x,
spa:Audio,STS-Plakat00004544,PL 031.139,Saison ABO Theater Basel,0,0,0,2010/11,,Saisonplakat,F4 Weltformat / 89.5 x 128cm,Digitaldruck,,,x,
spa:Audio,STS-Plakat00004545,PL 031.140,Alexanderfest oder Die Macht der Musik [E]. Ode in zwei Teilen nach John Dryden.,"Händel, Georg Friedrich","ML: Giuliano Betta; R u BB: Georges Delon; K: Marie-Thérèse Jossen; CL: Henryk Polus, Fritz Näf; Dra: Ute Vollmar","Solenn’ Lavanant-Linke, Agata Wilewska, Andrew Murphy, Rolf Romei, Alex Potter, Nick Monu, Catherine Habasque, Arianna Camani; Basler Madrigalisten; Ludus vocalis; Basel sinfonietta",2010/11,,,F4 Weltformat 3x (128 x 89.5) cm,Digitaldruck,Peter Schwarz,,x,
spa:Audio,STS-Plakat00004546,PL 031.141,Alexanderfest oder Die Macht der Musik [E]. Ode in zwei Teilen nach John Dryden.,"Händel, Georg Friedrich","ML: Giuliano Betta; R u BB: Georges Delon; K: Marie-Thérèse Jossen; CL: Henryk Polus, Fritz Näf; Dra: Ute Vollmar","Solenn’ Lavanant-Linke, Agata Wilewska, Andrew Murphy, Rolf Romei, Alex Potter, Nick Monu, Catherine Habasque, Arianna Camani; Basler Madrigalisten; Ludus vocalis; Basel sinfonietta",2010/11,,Stückplakat,F4 Weltformat 6x (128 x 89.5) cm,Digitaldruck,Peter Schwarz,,x,
spa:Audio,STS-Plakat00004547,PL 032.001,Lausanne vous offre “pour un ette“ Août [August],0,,,,,Veranstaltungsplakat,128.0 x 90.5 cm,Siebdruck,,,,Zwei Theatermitteilungen
spa:Audio,STS-Plakat00004548,PL 032.002,Le monde d'Albert Cohen (d'après l'oeuvre d'Albert Cohen),"(Cohen, Albert), Jean-Louis Hourdin",R: Jean-Louis Hourdin; K: Ursus Gruninger; BB: Roland Deville; Li: Gérard Bonnaud; CH: Yolande Marzolff; M: Clotilde Mollet,"Anne Cunéo, Mathieu Delmonté, Francis Freyburger, Pierre Henri, François Kuki,
Jean-Claude Monteils",1995/96,10.10.1995,Stückplakat,119.7 x 80.0 cm,Siebdruck,Gerfau Paris,,,Dans le cadre du “Mois Albert Cohen”: Nombreuses activités annexes
spa:Audio,STS-Plakat00004549,PL 032.003,Orlando; Adaptation de Darryl Pinckney et Robert Wilson; Texte français de Jean-Michel Déprats,"Woolf, Virginia",R u BB: Robert Wilson; K: Susanne Raschig; Li: Heinrich Brunke; M: Hans Peter Kuhn,Isabelle Huppert,1992/93,08.05.1993,Stückplakat,128.0 x 90.0 cm,Siebdruck,,,,
spa:Audio,STS-Plakat00004550,PL 032.004,Ordinaire et disgracié,"Mollet, Claude",R: Hervé Pierre; M: André Litolff; BB: Gudrun Von Maltzan; K: Nathalie Prats Berling; Li: Nicolas Widmer,"Andrée Tainsy, Philippe Lehembre, Clotilde Mollet, Gilles Privat, Marie Héloise Gernigon, Rebecca Luyendik, Pascal Grull, Hugo Ouhioun",1992/93,06.10.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004551,PL 032.005,"Quelle tristesse, la fin de l'allée...; Traduction de André Markowicz","Gabriadze, Rezo",R u BB: Rezo Gabriadze; K: Maritza Gligo,"François Berthet, Hubert Cudré, Jean-Marie Daunas, Bernard Escalon, Delphine Lanza, Bruce Myers, Natasha Parry, Yaël Rion, Juliana Samarine, Jean Schlegel, Guillaume Fontannaz",1992/93,09.03.1993,Stückplakat,128.0 x 90.3 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004552,PL 032.006,Amoyal & Buffo (Oeuvre pour violon et nez rouge),"00 (Amoyal, Pierre; Buten, Howard; Coker, Paul)",R: Michel Debrane; Li: Pascal Gaudilliére,"Pierre Amoyal, Howard Buten, Piano: Paul Coker",1992/93,28.11.1992,Stückplakat,128.0 x90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004553,PL 032.007,Marionnettes sur eau du Vietnam. Coproduction maison des cultures du monde,0,,,0,,Ausstellungsplakat,120.0 x 80.0 cm,Siebdruck,Artnox/ Breaud ,,,"Bureau de spectacles, Chantal & Jean-Luc Larguier"
spa:Audio,STS-Plakat00004554,PL 032.008,Coeur ardent; Texte français de André Markowicz,"Ostrowsky, Alexander N. (Ostrovski, Alexandre)",R: Benno Besson; BB u K: Jean-Marc Stehle; Li: Michel Duverger,"Annik Alane, Pascal Bongard, Gaëtan Broudic, Jean-Charles Fontana, Pierre Gondard, Jean-Marie Petiniot, Gilles Privat, Emmanuelle Ramu, Jean-Marc Stehle, Emilien Tessier, Alain Tretout",1991/92,07.01.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004555,PL 032.009,La beauté sur la terre,"Ramuz, Charles-Ferdinand; Adaption de Denis Maillefer",R: Denis Maillefer; Scénographie: Massimo Furlan; Li: Eric Gasser; K: Anne-Marie Gonzalez; M: Nono Muller,"Fanny Noël, Véronique Reymond, Anne Martinet, Frédérique Leresche, Jean-Marie Dunas",1992/93,01.12.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004556,PL 032.010,"Kléber-Méleau, Vidy-Lausanne 92/ 93",0,,,1992/93,,Saisonplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004557,PL 032.011,"Recherche éléphants, souplesse exigée","Hoban, Russel (d'après)",R: Eric Jeanmonod; Li: Michel Beuchat; K: Mireille Dessigny,"Bill Holden, Sandro Rossetti, Yves Cerf, Simon Aeschlimann, Perrette Gonet, Eric Jeanmonod, Prune Beuchat, Camille Maulini, Tania Maret, Lola Riccaboni, Marie-Avril Berthet, Michel Beuchat, Rossella Riccaboni, Michèle L'Evêque, Nicolas Maret, Franziska Kahl, Carla Demierre, François Berthet, Nelson Schaer, Juan-Miguel Molina, Barnabé L'Evêque",1991/92,25.09.1991,Stückplakat,128.0 x 91.0 cm,Siebdruck,"Oscar Baillif, Eric Jeanmonod",,,
spa:Audio,STS-Plakat00004558,PL 032.012,Mediterrania,"(Comediants, Els)",Ltg: Joan Front; Li: Ramón Bertolin; CH: Matilde Muniz; Scénographie: Jin-Hua Kuan,"Xavier Amatller, Jaume Bernadet, Monserrat Català, Robert Govern, M. Angeles Julián, Jin-Hua Kuan, Matilde Muniz, Maria Rosas, Joan Valenti",1991/92,03.12.1991,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004559,PL 032.013,La vie de Timon D'Athènes; Texte français de Jean-Michel Déprats,"Shakespeare, William",R: Dominique Pitoiset; BB u K: Alain Chambon; Li: Christophe Pitoiset; M: André Litolff ,"Hervé Pierre, Julian Negulesco, Dominique Laidet, Nadia Fabrizio, Damien Dodane, Mathieu Delmonte, Edmond Vullioud, Raoul Teuscher, Gilles Fisseau, Daniel Mellier, Jean-Philippe Meyer, Yves Favier, Nordine Dekkiche",1991/92,17.03.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004560,PL 032.014,A - 6 - ROC; Comédie de Maurice Béjart,"Béjart, Maurice",BB u K: Olivier Peduzzi; Li: Nicolas Widmer,"Maurice Béjart, Gil Roman, Philippe Olza, Yaël Rion, Miguel Québatte, Georges Brasey, Jean Schlegel",1991/92,21.04.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004561,PL 032.015,Baal; Biographie dramatique 1926; Traduction de Malika B. Durif,"Brecht, Bertolt","R u Dra: Anne Vouilloz, Joseph Voeffray; M: Arthur H.; BB: Yves Bernard; Li: Rémy Monachon; K: Maritza Gligo","Bouzid Allam, Ahmed Belbachir, Mercedes Brawand, Laurent Carron, Dominique Catton, Philippe Clévenot, Jean-Marie Daunas, Nathalie Gaubicher, Max Gétaz, Ivan Gligo, Jean-Pierre Gos, Frédéric Landenberg, Denis Lavant, Fabienne Luchetti, Fanny Noël, Geneviève Pasquier, Lise Ramu, Juliana Samarine, Guy Touraille, Roland Vouilloz",1991/92,03.10.1991,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004562,PL 032.016,Oedipe Tyran (d'après Hölderlin de Heiner Müller); Traduction française de Laurence Calame,Sophocle,R u BB: Matthias Langhoff; K: Conchita Salvador; Li: Quico Gutiérrez,"David Bagés, Ricard Borràs, Philippe Crubezy, Francesc Orella, Rosa Novell, Xavier Capdet, Francesc Lucchetti, Elisa Crehuet, Sergi Calleja",1991/92,06.02.1992,Stückplakat,128.0 x 90.5 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,
spa:Audio,STS-Plakat00004563,PL 032.017,Lausanne vous offre “pour un ette“ Juillet [Juli],0,,,,,Veranstaltungsplakat,128.0 x 90.5 cm,Siebdruck,,,,Zwei Theatermitteilungen
spa:Audio,STS-Plakat00004564,PL 032.018,La danse de mort,"Strindberg, August",R: Philippe Sireuil,,1988/89,09.02.1989,Stückplakat,119.5 x 84.0 cm,Siebdruck,Stefan Loeckx,,,"Gastspiel. Lausanne: Théâtre Vidy-Lausanne, 23.5.-2.6.1990"
spa:Audio,STS-Plakat00004565,PL 032.019,Saison 94-95,0,,,1994/95,,Saisonplakat,128.0 x 90.3 cm,Siebdruck,Werner Jeker,Serigraphie Albin Uldry,,[1D] 
