owl:Class,dct:identifier,schema:name,schema:performer,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:rep,ex:statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
,,Collectif Fin de moi,"Meyer, Nicolas + Nivon, Alexandra + Greset, Cécile + Hippocrate, Bastien + Lambelet, Jonas + Meier, Sebastien",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Collectif nunc Théâtre,"Boegli, Jo",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Alexandre Doublet,"Doublet, Alexandre",Lausanne,"Doublet, Alexandre",VD,,,,a,,,,,,
,,Compagnie Ammoniac,"Rohr, Anne-Sophie + Maillet, Pierre + Auguste, Jean-François + Christen, Ariane + Flip, Juliette",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Angledange (Cie Angeldange),"Novicov, Andrea",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Athanor,?,Lausanne (Le Mont-sur-Lausanne),Lausanne,VD,,,,a,,,,,,
,,Compagnie Autonyme,"Bruni, Maika + Michaud, Géraldine + Pessina, Claudia + Marvin, Sebastiano",Lausanne,Lausanne,VD,,TASI         KTV,,a,,,,,,
,,Compagnie Belgo-Suisse,?,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Buissonnière ,"Aznar, Cisco",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Compagnie Charabia (noch existent?),?,Lausanne,Lausanne,VD,,,,a,,,,,,
,,"Association Eustache, Compagnie d'Eustache (ensemble instrumental) (Grand Eustache, Petit Eustache) <u.a. Fète des Vignerons>",,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie de l’Oiellade,"Vouilloz, Roland + Perrin, Daniel + Jenny, Yves",Lausanne,Lausanne,VD,,,,na,,,,,,
,,Compagnie de L'Oranger,"Gachoud, Laurent",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie de la Marelle,"Bovard, Christian + Chollet, Jean + Cortessis, André + Cortessis, Edith + Emery, Christine + Jaton, Anne",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie de la Saburre ,"Schnorf, FAbienne + Gardaz, Sophie + Rodrigues, Ambre + Horst, Delphine",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Compagnie de Nuit Comme de Jour,"Béguin, Guillaume",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie des Mots Doux,?,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie des Nuits Blanches,"Delay Groulx, Katia + Laramée, Ariane",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie des Sept Lieux,"Durand, John + Renault, Olivier + Uldry, Jean-Daniel + Samatani, Emmanuel",Lausanne,Lausanne,VD,,KTV,,a,,,,,,
,,Compagnie Doris V. (Cie Doris V.),"Vuilleumier, Doris",Lausanne,"Vuilleumier, Doris",VD,,,,a,,,,,,
,,Compagnie du Dépoâtre,"Jakubec, David",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie En-Jeu c/o E. Ricci,?,Lausanne (Pully),Lausanne,VD,,,,a,(noch existent?),,,,,
,,Compagnie Eponyme (Compagnie éponyme),"Bonillo, Vincent + Perret, Serge + Maurer, Daniel + Richard, Julien + Romanelli, Sandra u.a.",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Eventosud ,?,Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Compagnie Face Public,"Toman, Michel",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Fil à retordre,"Wroblewski, Anouk + Varret, Hugo",Lausanne,Lausanne,VD,,,,a,,,,,,
,,"Compagnie François Marin, Compagnie Marin","Marin, François",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Gardaz-Michel,"Gardaz, Sophie + Michel Jacques",Lausanne,Lausanne,VD,,,,na,,,,,,
,,Compagnie Gran Caldo Compagnie Gran Caldo,?,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Générale de Théâtre (CGT),"Urban, Matthias",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie in Grata (cie In Grata),"Maillard, Anne + Reinhardt, Igor + Riberio, Fátima",Lausanne,Renens,VD,,,,a,,,,,,
,,Compagnie J14 (Cie J14),"Papin, Aline + Bertolotto, Valéria",Lausanne,Lausanne,VD,,,,a,2014-,,,,,(2015)-
,,Compagnie Horizon,"Théraulaz, Yvette",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Jean Hort,"Hort, Jean",Lausanne,Lausanne,VD,,,,na,1944-1956,,,,,
,,Compagnie Jeanne Föhn,"Chazaud, Ludovic",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Jours tranquilles,"Gorgerat, Fabrice",Lausanne,Lausanne: Grange de Dorigny <bereinigen>,VD,,assitej,,a,,,,,,
,,Compagnie Julien Mages,"Mages, Julien",Lausanne,"Mages, Julien",VD,,,,a,,,,,,
,,Compagnie Kbarré (Kompagnie de théâtre Kbarré)(Cie Kbarré),"Iseli, Laurence + Reymondin, Charlotte + David, Vincent",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Kokodyniack,"Roybon, Jean-Baptiste + Doleyres, Véronique + Lambert, Basile",Lausanne,Lausanne,VD,,,,a,2015-,,,,2 R,2015-
,,Compagnie Krajewski – Giorgio Brasey (Cie krajewski – giorgio brasey),"Brasey, Giorgio",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie L'ascenseur à poisson,"Guhl, Geneviève",Lausanne (?),Lausanne,VD,,,,a,,,,,,
,,"Compagnie La Bocca della Luna (Compagnie de Théâtre La Bocca della Luna, Cie La bocca della luna)","Imbach, Muriel",Lausanne,Lausanne,VD,,,,a,,,,,,
,,"Compagnie Lightmotiv (Lightmotiv compagnie théâtrale, Lightmotiv Cie)","Thys, Alexandra + Dubey, Nathalie<STS: Dunant, Philippe?>",Lausanne<STS unter: Genève> (gleiche Truppe?>,Genève,VD,,,,a,,,,,,
,,Compagnie Linga (Cie Linga),"Cantalupo, Marco + Gdaniec, Katarzyna",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Love Love Hou (Cie Love Love Hou),?,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Lumen,"Hesslein, Nicolas + Boyer, Marc",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Marielle Pinsard (Marielle Pinsard Compagnie),"Pinsard, Marielle",Lausanne,"Pinsard, Marielle",VD,,,,a,,,,,,
,,Compagnie Michel Fidanza,"Fidanza, Michel",Lausanne?,Lausanne,VD,,,,na,,,,,,
,,Compagnie Nausicaa ,?,Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Compagnie Nicole Seiler (Cie Nicole Seiler),"Seiler, Nicole",Lausanne,"Seiler, Nicole",VD,,,,a,,,,,,
,,Compagnie Nonante-Trois,"Knobil, Benjamin",Lausanne,Lausanne,VD,,KTV,,a,,,,,,
,,Compagnie Octavio de la Roza,"de la Roza, Octavio",Lausanne,"Roza, Octavio ",VD,,,,a,,,,,,
,,Compagnie Parle à un Ange,"Aury-Galibert, Romain",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Paul Pasquier,"Pasquier, Paul",Lausanne?,Lausanne,VD,,,, na,1952/1954,,,,,
,,Compagnie Pied de Biche (Cie Pied de Biche),"Burnier, Julie",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Point de Fuite ,"Balmer, Zina",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Compagnie Romande de Ballet (Lausanne Dance Company),?,Lausanne,Lausanne,VD,,,,na,,,,,,
,,Compagnie Switch ,?,Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Compagnie Tétanotwist,"Leproust, Cédric",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Théâtre du Projecteur (Cie Théatre du Projecteur),"Chobaz, Jean Gabriel",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Un Air de Rien,"Gaudin, Sandra + Cattin, Hélène",Lausanne,Genève,VD,,,,a,?,,,,1 C,"(2002), 2005-"
,,Compagnie Un Tour de Suisse,"Hohler, Anna + Cattin, Hélène + Merlin, Ben",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Voix Publique,"Bonillo, Vincent",Lausanne (Genève?),Lausanne,VD,,,,a,,,,,,
,,Compagnie Voeffray-Vouilloz,"Vouilloz, Anne + Voeffray, Joseph E.",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Compagnie Youkali,"De Mont, Jeanne + Rochat, Anne-Frédérique + Frésard, Lionel + Jacot-Guillarmod, Frédéric + Périat, Olivier",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Coût du lapin,"Cattin, Hélène + Vouillamoz, Emanuelle",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Cré-Dance,?,Lausanne,Lausanne,VD,,,,na,,,,,,
,,Crochet à Nuages,"Deladoëy, Armand",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Déjeuner sur l'herbe <Tanzgruppe>,"Grandi, François",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Delgado Fuchs,"Fuchs, Nadine + Delgado, Marco",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Duel Productions,"Jancik, Pavel",Lausanne,Lausanne,VD,,,,na,,,,,,
,,En Cie d'Eux,"Garcin, Natacha",Lausanne (Pully),Lausanne,VD,,,,a,,,,,,
,,Encore raré (Compagnie),-0,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Full PETAL Machine,"Trnka, Olivia Csiky + Morel, Alexandre",Lausanne,Lausanne,VD,,,,a,,,,,,
,,"In.The.Lab Theater Company (InTheLab, in thelab)","Benjamin, David u.a.",Lausanne,Lausanne,VD,,,,a,2015-,,,,1 R,
,,k7 Productions,"Gonzales, Tomas + Jecker, Aurore + Schneider, Pauline + Hänggi, Cyril + Cardellini, Igor",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Karma (Théâtre),"Gargiulo, Fabien",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,L'ôdieuse compagnie ,"Mercanton, Yann + Röösli, Sylviane",Lausanne <STS z.T. unter: Lausanne: Théâtre 2.21>,Lausanne,VD,,,,a,(noch existent?),,,,,
,,L'Organon (Compagie du théâtre) (Compagnie de l'Organon),"Audemars, Simone",Lausanne,Yverdon,VD,,,,a,,,,,,
,,La Comédie Musicale Improvisée (CMI),"Richardet, Yvan u.a.",Lausanne,Lausanne,VD,,,,a,,,,,,
,,La Mezza Luna (La Mezza-Luna),"Kipfer, Heidi",Lausanne,Lausanne: Théatre 2.21 <bereinigen>,VD,,,,a,,,,,,
,,La Paradoxe Compagnie (Cie Paradoxe),"Pfeiffer, Nathalie + Guignard, Caroline + Gorlier, Christophe",Lausanne,Les Planchettes,VD,,,,a,,,,,,
,,"Le Caméléon (Compagnie) (La Compagnie du Caméléon, Théâtre Le Caméléon)",,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Le Projet Maurice Thornay,"Secretan, Adina + Ineichen, Florence",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Le Théâtre L. ,"Haas, Denise Carla",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Les Douaniers (Cabaret),"Bugnon, Jean-Pierre + Bugnon, Sylvain",Lausanne,"Bugnon, Jean-Pierre",VD,,,,a,,,,,,
,,Les Ouahs ,"Urban, Matthias + Kucholl, Vincent + Troilo, Antonio + Bacchini, Mirko",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Les Sélenites,"Koltès, Bernard-Marie",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Les Voyages extraordinaires,"Denisart, Christian + Maire, Gilbert",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Loa Opsis (Compagnie),"Burnier, Yvex",Lausanne,Lausanne: Grange de Dorigny,VD,,,,a,,,,,,
,,La Main dans le Chapeau,"Dayer, Pascal",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Les Faux-Nez <compagnie et lieu de production>,"Apothéloz, Charles + Clavel, Jacques u.a.",Lausanne,Lausanne,VD,,,,na,1948-1960,,,,,
,,Marchepied (Compagnie et Formation en Danse Contemporaine),-0,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Marotte (Compagnie de la Marotte)(inkl. L’atelier théâtre la Marotte),"Mazzei, Adèle + Wermelinger, Elisabeth",Lausanne? (eigentlich vermutlich Genève?),Lausanne,VD,,,,a,,,,,,
,,Martin’s Tap Dance Company,"Martin, Fabrice",Lausanne?,Lausanne,VD,,,,a,,,,,,
,,Naphtaline,-0,Lausanne,Lausanne,VD,,,,a,,,,,,
,,NoName Company (NoNameCompany) (NNC),"Cavelius, Audrey + Gonet, Christophe",Rennens?,Lausanne,VD,,,,a,,,,,,
,,Narration & Cie. ,"Roman, Jacques",Lausanne,Lausanne,VD,,,,na,1996-2000?,,,,,
,,Numéro23Prod. (Numéro 23 Prod)(Massimo Furlan / Numero23Prod.),"Furlan, Massimo",Lausanne,"Furlan, Massimo",VD,,,,a,,,,,,
,,Opéra Off,,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Opus Luna Cie,"Giacobino, Camille",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Orchestre de Chambre de Lausanne (OCL),-0,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Pacifique Nord (Théâtre Pacific Nord),,Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Perfusion Imminente (Compagnie),"Favre, Catherine + Saegesser, Yasmine",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Roz & Coz,"Richard, Joëlle + Kilar, Alain + Burri, Joël + Richard, Murielle",Lausanne,Lausanne,VD,,,,a,,,,,,
,,SOLAM,"Solam + Galland, Julien + Amaudruz, Bernard",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Studio Théâtre 33,"Issenmann, Jean-Clauce",Lausanne (Renens),Lausanne,VD,,,,a,,,,,,
,,Sundora & Dgendu,Sundora et Dgendu,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Singing Bikini's (Swinging Bikins),"Ottiger, Anne + Hamel, Rachel + Feser, Alexandre + Monney, Christophe + Leuenberger, Guy-François",Lausanne,Lausanne,VD,,,,a,,,,,,
,,T-âtre Ibonillo,"Bonillo, Isabelle",Lausanne (?),Lausanne,VD,,,,a,,,,,,
,,T'Act,"Steiger, André + Deville, Roland + Bengloan, Bernard + Théraulaz, Yvette + Gleizer, Michèle + Morsa, Danièle + Jendly, Roger + Lapp, Patrick + Michel, Jacques",Lausanne,Lausanne,VD,,,,na,1974-?,,,,,
,,TaMiErO,"Gennai, Tamaé + Deveaud, Pierre",Lausanne,Lausanne,VD,,,,a,,,,,,
,,The National Institute,"Jaquet, Christophe",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Théâtre 45,"Jay, Roland",Lausanne,Lausanne,VD,,,,na,,,,,,
,,Théâtre a,?,Lausanne,Lausanne,VD,,,,na,,,,,,
,,Théâtre Actif,"Knecht, Evelyne u.a.",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Théâtre Adélie,"Voïta, Michel",Lausanne (?),Lausanne (früher auch unter: Vevey),VD,,,,a,,,,,,
,,Théâtre Alternative,?,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Théâtre Cie. Gianni Schneider,"Schneider, Gianni","Lausanne <STS unter: Schneider, Gianni>",Lausanne,VD,,,,a,,,,,,
,,Théâtre Claque,"Monod, Antoinette + Boulin, Nathalie + Dyson, Geoffrey",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Théâtre d'Orient-Ville <Gruppe?>,?,Lausanne,Lausanne,VD,,,,na,,,,,,
,,Théâtre de l’éphémère,"Ingold, Françoise + Pidoux, Jean-Yves + Ittig, Rodolphe + Vuille-Mondada, Elena",Lausanne,Lausanne,VD,,,r,na,1982-2003,,,,,
,,Théâtre de l'Etram,"Charlet, Martine",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Théâtre du Bivouac ,"Leguay, Jean-Pierre + Favre-Bulle, Dominique",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Théâtre du Drame et de la Comédie (TDC),"Bucciarelli, Adrienne + Bucciarelli, Mario Konstantin",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Théâtre du Levant,?,Lausanne,Lausanne,VD,,,,na,,,,,,
,,Théâtre du Solitaire,"Knecht, Evelyne u.a.",Lausanne?,Lausanne,VD,,,,a,,,,,,
,,Théâtre en flammes,"Maillefer, Denis",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Théâtre intime,?,Lausanne,Lausanne,VD,,,,na,,,,,,
,,Théâtre Les Trois Coups,"Thibault, Gilles u.a.",Lausanne,Lausanne,VD,,,,na,1968-1975,,,,,
,,Théâtre Méridien ,"Mérine, Arlette",Lausanne,Lausanne,VD,,,,a,(noch existent?),,,,,
,,Théâtre musical,"Kipfer, Heidi + Perrin, Daniel",Lausanne,Lausanne,VD,,,,na,1989-?,,,,,
,,Théâtr'Onze (Théâtre Onze)(Collectif Théâtre Onze),"Knapp, Alain",Lausanne,Lausanne,VD,,,,na,1967-1987,,,,,
,,Théâtre Pluriel,?,Lausanne,Lausanne,VD,,,,na,,,,,,
,,Théâtre pour enfants de Lausanne (TPEL),"Vallon, Claude + Desarzens, Catherine",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Théâtre sans nom,"Grin, Claude",Lausanne,Lausanne,VD,,,,na,1982-?,,,,,
,,Théâtre Tel Quel,"Bétant, Gérard + Bodmer, Ilona",Lausanne,Lausanne,VD,,,,na,1977-1997?,,,,,
,,TT3 (Théâtre Tome 3) (Cie TT3),"Lepori, Pierre + Blaser, Emilie + Dubey, Pierre-Antoine + Borgeat, Jean-Luc ",Lausanne,Lausanne,VD,,,,a,,,,,,
,,"Utopia (Compagnie , Troupe de danse) (auch Schule siehe dort)",,Lausanne,Lausanne,VD,,,,a,,,,,,
,,Voxset (A-Capella),-0,ohne Ort (Renens?),Lausanne,VD,,,,a,,,,,,
,,Xannda théâtre (Xannda Théâtre Double Racine),,Lausanne,Vevey,VD,,,,a,,,,,,
,,Zooscope Production,"Rupp, Adrien + Hernan, Kathy + Sima, Roxana + Rod, Géraldine + Rupp, Lionel u.a.",Lausanne,Lausanne,VD,,,,a,,,,,,
,,Yuri500,"Gudmundsson, Kristofer + Regenass, Yves + Stock, Stephan + Stotz, Simon",Lausen (BL),Lausen (BL),BL,,,,a,,,,,,
,,Calvero,"Stösser, Markus",Le Fuet,Le Fuet,BE,,,,a,,,,,,
,,Cuche & Barbezat (früher: Zéro Barbezat),"Cuche, Benjamin + Barbezat, Jean-Luc",Le Locle,Le Locle <eigene Ablage> (auch unter Personalia),NE,,KTV,,a,Zéro Positif,,,,,
,,EVA Production ,"Iseli, Floriane + Jacint, Margerit",Le Locle,Le Locle,NE,,,,a,(noch existent?),,,,,
,,Théâtre Onirique,"Donzé, Aurélien",Le Locle,Le Locle,NE,,,,a,,,,,,
,,Zéro Positiv (später: Cuche & Barbezat),"Cuche, Benjamin + Barbezat, Jean-Luc",Le Locle,Le Locle,NE,,,,a,,,,,,
,,Compagnie Sous-sol (Co. Sous-sol),"Wirth, Susi + Gabus, Olivier",Le Locle? (o.O.),Le Locle,NE,,,,a,,,,,,
,,Teatro Il Fienile,-0,Le Prese,Le Prese,GR,,,,a,,,,,,
,,Blaue Melusine,"Roca, Susi",Lenzburg,Lenzburg,AG,,,,a,,,,,,
,,Die Fledermäuse erg,"Matti, Hanna",Lenzburg,Lenzburg,,,,,a,,,,,,
,,Theaterschöneswetter <auch Produktionsfirma>,"Wetter, Mark + Schwarz, Barbara",Lenzburg,Lenzburg,AG,,assitej    KTV,,a,,,,,,
,,Compagnie du Gaz ,"Boillat, Françoise",Les Brenets,Les Brenets,NE,,,,a,,,,,,
,,Compagnie Zenzero,-0,Leukerbad,Leukerbad,VS,,,,a,,,,,,
,,Les Boites Vulgaires,"Lopardo, Rosetta + Vasella, Flavia + Volk, Christina",Lichtensteig,Wattwil: Chössi-Theater,SG,,,,a,,,,,,
,,LiGa (Liechtensteiner Gabarett),"Ospelt, Mathias + Ospelt, Ingo + Schädler, Marco",Liechtentein <so Ablage STS),Liechtentein <so Ablage STS),LI,,KTV,,na,1994-2006,,,,,
,,Compagnie Nicole & Martin (Compagnie Nicole et Martin),"Gubler-Schranz, Nicole + Gubler, Martin",Liestal (früher: Lausen),"Gubler-Schranz, Nicole & Martin",BL,,assitej,,a,,,,,,
,,Demi-sec (Duo) ,"Vogel, Susanne + Kunz, Baptiste",Liestal,Liestal,BL,,,,a,(noch existent?),,,,,
,,Impuls (interaktives Theater) (Fachstelle für Soziale Animation),,Liestal,Liestal,BL,,,,a,,,,,,
,,"Sensibellas (Clown-Theater, Clown-Frauen)","Aufdereggen, Andrea + Brunner, Rosmarie + Salathé, Esther",Liestal,Liestal,BL,,,,a,,,,,,
,,Theater im Kleinen Kreis (TIKK) ,"Maurer, Marina",Liestal,Liestal,BL,,,,a,(noch existent?),,,,,
,,Zwischen den Welten Theater,"Volk, Christian + Kaiser, Friedrich",Liestal,Liestal,BL,,,,a,,,,,,
,,Baccalà Clown,"Pessi, Camilla + Fassari, Simone",Locarno,Losone,TI,,KTV,,a,,,,,,
,,C.N.T. Compagnia Nuovo Teatro,"Schiavo, Patrizia",Locarno,Locarno,TI,,TASI,,a,,,,,,
,,CambusaTeatro & Compagnia,"Conte, Elisa + Villucci, Massimo Leonardo + Grignoli, Valentina",Locarno,Locarno,TI,,TASI         KTV,,a,,Cambusa Teatro & Compagnia,,,,
,,Mops_DanceSyndrome,"Franscella, Ela",Locarno (Muralto),Locarno,TI,,TASI         KTV,,a,,,,,,
,,PerpetuoMobileTeatro,"Cupellari, Marco + Kleindienst, Brita u.a.",Locarno,Locarno,TI,,KTV,,a,,,,,,
,,Piccolo Teatro di Locarno (PTL) <Associazione Scintille>,"Troise, Claudio + Troise, Katya",Locarno,Locarno,TI,,TASI,,a,,,,,,
,,Storie di Scintille (Scintille - Teatro e spazio creativo),"Troise, Katya",Locarno,Locarno,TI,,,,a,,,,,,
,,Teatro locarnese Talia,?,Locarno,Locarno,TI,,,,,,,,,,
,,Teatro Paravento (Compagnia),"Cienfuegos, Miguel Angel + Ferroni Luisa",Locarno,Locarno,TI,,,,a,,,,,,
,,Teatrodanza Tiziana Arnaboldi (inkl. Compagnia Giovani Tiziana Arnaboldi) (Compagnia Tiziana Arnaboldi),"Arnaboldi, Tiziana",Locarno,"Ascona: Teatrodanza Fannia, auch unter: Arnaboldi, Tiziana",TI,,TASI         KTV,,a,,"Compagnia Teatrodanza Fannia, Compagnia Teatro-Danza Tiziana Arnaboldi",,,,
,,Théâtrage,"Stolz, Anna + Jensen, Klaus",Locarno,Locarno,TI,,,,na,1984-?,,,,,
,,Two's Company,"McKee, Kathleen + Rickenbach, Oliver",Locarno,"auch unter Rickenbach, Oliver",TI,,,,a,,,,,,
,,Compagnia Cyranorêve,"Romerio, Simone",Losone,Losone,TI,,TASI         KTV,,a,,,,,,
,,Compagnia Teatro Caléa,-0,Losone,Losone,TI,,,,a,,,,,,
,,Pas de deux (Compagnie) (Compagnie Pas-de-deux) (Zirkus-Theater),"el Torre, Aline + Hommel, Martin",Losone,Losone,TI,,KTV,,a,,,,,,
,,Compagnia femme théâtrale,"Coldesina, Marherita",Lugano,Lugano,TI,,TASI,,a,,,,,,
,,Compagnia Finzi Pasca,"Finzi Pasca, Daniele + Vergamini, Antonio + Gargiulo, Hugo + Hamelin, Julie + Bonzanigo, Maria",Lugano," Finzi Pasca, Daniele",TI,,assitej  TASI       KTV,,a,,,,,,
,,Compagnia Luganoteatro (später:  Labyrinthos),"Togni, Silli + Fusco, Ketty + Ballerio, Antonio + Arringa, Gianmario",Lugano,Lugano,TI,,,,na,1994-2001,,,,,
,,Compagnia Teatro La Cittadella,"Quadri, Giancarlo + Canetta, Alberto + Ruffini, Alberto + Faloppa, Luigi + Soleri, Flavia + Welti, Mariangela + Gonella, Raniero",Lugano,Lugano,TI,,,,na,1961-1966,,,,,
,,Compagnia Teatro Pan,"Banti, Umberto + Gysin, Viviana + Morandi, Cinzia",Lugano,Lugano,TI,,TASI,,a,,,,,,
,,e.s. teatro,"Santoro, Emanuele",Lugano,Lugano,TI,,,,a,,,,,,
,,Eciccio (Compagnia),-0,Lugano,Lugano,TI,,,,a,,,,,,
,,Egidia Bruno,"Bruno, Egidia",Lugano,Lugano,TI,,,,a,,,,,,
,,Girondini (I Girondini),"Testoni, Fausto et. u.a.",Lugano (früher: Mendrisio),,TI,,,,a,,,,,,
,,Gruppo Teatro Danza di Lugano,?,Lugano,Lugano,TI,,,,na,,,,,,
,,Hamelin Teatro,"Zamboni, Cristina + Di Terlizzi, Elisabetta + Novicov, Andrea + Mucchiut, Roberto",Lugano,Lugano,TI,,,,a,2013,,,,1 R,(2015)-
,,Labyrinthos (Labyrintos in STS)(Compagnia) (früher: Compagnia Luganoteatro),"Ballerio, Antonio + Togni, Silli + Fusco, Ketti",Lugano (eigentl. Montagnola),Lugano,TI,,TASI         KTV,,a,,,,,,
,,Markus Zohner Arts Company <STS unter altem Name>,"Zohner, Markus",Lugano,Lugano,TI,,assitej     KTV,,a,,Partner & Partner,,,,
,,Masnàda Associazione (Masnada Associazione),-0,Lugano,Lugano,TI,,TASI,,a,,,,,,
,,Musicateatro,"Bassetti, Lucia + Poletti, Michele + Pidoux, Gil",Lugano,Lugano,TI,,,,a,,,,,,
,,Orchestra della Svizzera Italiana (OSI),"Poschner, Markus",Lugano,Lugano,TI,,,,a,,,,,,
,,Officina Teatro,"D'Urso, Mirko",Lugano,Lugano,TI,,TASI,,a,,,,,,
,,Partner & Partner,"Gregori, Ursina + Zohner, Markus",Lugano,"Lugano und Gregori, Ursina",TI,,,,na,1987-1988,,,,,
,,Progetto Danza di Lugano,"Schott, Claudio + Tirelli, Nunzia",Lugano,Lugano,TI,,,,na,,,,,,
,,Teatro d’Emergenza,"Spadaro, Luca",Lugano,Lugano,TI,,KTV,,a,,,,,,
,,Teatro delle Radici (di Cristina Castrillo) (TdR),"Castrillo, Cristina",Lugano,Lugano,TI,,TASI         KTV,,a,,,,,,
,,Teatro la Maschera,"Canetta, Alberto + Calgari, Guido + Mantegazzi, Giovan Battista",Lugano,Lugano,TI,,-0,,na,1980-1995,,,,,
,,Teatro Prisma,"Passatore, Franco + Nuti, Piero + Ruffini, Alberto + Fusco, Ketty + Primavesi, Franca + Cassoli, Alfonso + Mion, Anna Maria u.a.",Lugano,Lugano,TI,,-0,,na,1956-?,,,,,
,,Teatro Sunil,"Finzi Pasca, Daniele",Lugano,Lugano,TI,,,,na,,Teatro Intimo Sunil,,,,
,,TeatroX,"Barbuiani, Patrizia",Lugano,Lugano,TI,,,,a,,,,,,
,,Surparoles,"Gay, Rita",Lutry (La Croix),Lausanne: 2.21,VD,,,,a,,,,,,
,,21th Century Symphony Orchestra,-0,Luzern,Luzern,LU,,,,a,,,,,,
,,Allerdings (Laienkabarett) (Kleinbühne Allerdings),,Luzern,Kabarett: Luzern,LU,,,,na,1946-1954,,,,,
,,BananenSchachtelRepublik (Künstlerkollektiv),"Korber, Daniel + Walde, Kathrin + Papst, Anna + Wolfinger, Dominik + Fröbel, Simone + Ramos, Naira",Luzern,Luzern,LU,,,,a,,,,,,
,,Banausen-Brause,,Luzern,Luzern,LU,,,,na,,,,,,
