owl:Class,dct:identifier,schema:name,ex:Art,ex:TheaterKlassifikation,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:Statusaaktivnanichtaktiv,ex:Rep,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000550,Mühle Hunziken,G,"v.a. Musik, z.T. VOK",Rubigen,Rubigen,BE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000551,Tropfstei am Märtplatz ,G,"ATV, RKT",Ruswil,Ruswil <Tropfsteiverein unter ZSV>,LU,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000552,Kleintheater Rümlang,G,???,Rümlang,Rümlang,ZH,,x,a,,(noch existent),"Theater im Grodoonia, Heimbühne Rümlang",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000553,Sternenkeller,G,RKT,Rüti,Rüti,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000554,Café du Soleil (Espace culturel du Soleil),G,RKT,Saignlelégier,Saignlelégier,JU,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000555,La Tarentule (Centre culturel de la Béroche),G,RKT,Saint-Aubin,Saint-Aubin,NE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000556,Centre Culture et de loisirs (CCL),G,RKZ,Saint-Imier,Saint-Imier,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000557,Espace Noir,G,RKT TFS,Saint-Imier,Saint-Imier,BE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000558,Théatre du Martolet,G,RKT,Saint-Maurice,Saint-Maurice,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000559,Kunstraum Riss,G,???,Samedan,Samedan,GR,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000560,Théâtre Le Baladin,G,"GGH, RKZ, TFS",Savièse,Savièse,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000561,SAL,G kein aktiver Veranstalter,???,Schaan (FL),Schaan (FL),FL,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000562,"TAK (Theater Liechtenstein) (Theater am Kirchplatz) <verschiedene Spielstätten: TAK, TAK-Foyer, SAL, Vaduzer Saal, Schlösslekeller, Schloss Werdenberg>",G,GGH ,Schaan (FL),Schaan (FL),FL,,assitej    KTV (Schlösslekeller),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000563,Haberhaus Kulturklub <Spielstätte von Schauwerk>,G kein aktiver Veranstalter,???,Schaffhausen,Schaffhausen,SH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000564,"Probebühne Cardinal <Spielstätte von Schauwerk, momoll theater>",G kein aktiver Veranstalter,???,Schaffhausen,Schaffhausen,SH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000565,Kammgarn <Spielstätte von Schauwerk>,G,RKZ,Schaffhausen,Schaffhausen,SH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000566,Fassbühne,G kein aktiver Veranstalter,???,Schaffhausen,Schaffhausen,SH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000567,Stadttheater Schaffhausen,G,GGH,Schaffhausen,Schaffhausen,SH,,SBV,a,,,Imthurneum,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000568,Härdöpfu Chäuer (Härdöpfuchäuer),G,VOK,Schöftland,Schöftland,AG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000569,Kellertheater Schwyz,G,x,Schwyz,Schwyz,SZ,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000570,Kleinbühne Chupferturm,G,RKT,Schwyz,Schwyz,SZ,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000571,Kulturzentrum Forum Seon,G,RKZ,Seon,Seon,AG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000572,Théâtre Barnabé,G,RKT??? (nicht wirklich einzuordnen),Servion,Servion,VD,,x,a,,,"Café-Théâtre de Barnabé, Grange à Pont",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000573,Les Caves de Courten,?,??? (noch für Theaternutzung?),Sierre,Sierre,VS,,Corodis    Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000574,Théatre Les Halles (THL),G P,"GGH, TFS",Sierre,Sierre,VS,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000575,Ferme-Asile (Centre artistique et culturel),G,RKZ (selten Theater),Sion,Sion,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000576,Teatro Comico,G,"ATV, RKT",Sion,Sion,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000577,Le Théâtre de Valère,G,GGH,Sion,Sion,VS,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000578,petithéâtre,G,"GGH, TFS",Sion,Sion,VS,,Corodis,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000579,Salle de la Matze,G,?,Sion,Sion,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000580,Théâtre Alizé (Alizé Théâtre),P G,VOK,Sion,Sion,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000581,Théâtre Interface <Spielstätte Copagnie Interface>,P G,"KTE spez, RKT",Sion ,Sion: Interface,VS,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000582,Assel-Keller,G,RKT,Schönengrund,Schönengrund,AR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000583,Aula Kantonsschule Kollegium Schwyz (KKS),G,RKT,Schwyz,Schwyz,SZ,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000584,Altes Spital Solothurn,G kein aktiver Veranstalter,???,Solothurn,Solothurn,SO,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000585,Kreuz Kultur,G,"RKT, TFS",Solothurn,Solothurn,SO,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000586,Kofmehl (Kulturfabrik Kofmehl),G,Grosse Konzert Säle,Solothurn,Solothurn,SO,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000587,Schloss Waldegg,G kein aktiver Veranstalter,???,Feldbrunnen-St. Niklaus,Solothurn,SO,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000588,Humorhaus Solothurn <nicht realisiertes Projekt>,x,x,Solothurn,Fachbegriff unter 1.01,SO,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000589,Kreuz Solothurn,G,RKT,Soltothurn,Soltothurn,SO,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000590,Kulturm (früher: Kleintheater Muttiturm),G,RKT,Solothurn,Solothurn,SO,,KTV,a,,,Kleintheater Muttiturm,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000591,Theater Delly,G,VOK,Solothurn,Solothurn,SO,,-0,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000592,Löwen Arena (Löwenarena),G,RKT,Sommeri,Sommeri,TG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000593,KUL-TOUR auf Vögelinsegg (Das Esskleintheater in Speicher),G,RKT,Speicher,Speicher,AR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000594,Regezkeller,G,RKT,Spiez,Spiez,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000595,Zentrumsschopf,G,RKT,Spreitenbach,Spreitenbach,AG,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000596,Grabenhalle,G,Grosse Konzert Säle,St. Gallen,St. Gallen,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000597,Figuren Theater St. Gallen,E P G PUTH,STP,St. Gallen,St. Gallen,SG,,Unima,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000598,Kellerbühne St. Gallen,P G,VOK,St. Gallen,St. Gallen,SG,,KTV,a,,,Kellerbühne am Müllertor,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000599,Palace,G,RKZ,St. Gallen,St. Gallen,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000600,Pfalzkeller,G kein aktiver Veranstalter,???,St. Gallen,St. Gallen,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000601,Theater parfin de siècle,E P G,"KTE, RKT",St. Gallen,St. Gallen,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000602,Theater 111,G,TFS,St. Gallen,St. Gallen,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000603,"Theater St. Gallen (Spielstätten: Grosses Haus, Lokremise) (inkl. Tanzkompanie des Theaters St. Gallen)",E,GST,St. Gallen,St. Gallen,SG,,SBV,a,r,,"Stadt- und Aktientheater St. Gallen (1857 gegr.), Stadttheater St. Gallen",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000604,Kulturkarussell Rössli Stäfa,G,RKZ,Stäfa,Stäfa,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000605,"stattTHEATER (Spielstätte: operatten, theaterratten, rattenkids und stattTHEATERchor)",P,ATV,Stäfa,Stäfa,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000606,Chäslager Stans ,G  PAMATH,"ATV, RKT",Stans,Stans <Eigenproduktionen  ZSV>,NW,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000607,Kellertheater im Restaurant Kehlhof <ehem. Spielstätte des phönix theaters 81>,G,RKT,Steckborn,Steckborn <Eigenproduktionen unter phönix theater>,TG,,-0,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000608,Theater im Pumpenhaus <Spielstätte des phönix theaters>,G,RKT,Steckborn,Steckborn,TG,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000609,Rose (Kulturhaus Rose),G,RKZ (selten Theater),Stein,Stein,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000610,Schwanen-Bühne,G,RKT,Stein am Rhein,Stein am Rhein,TG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000611,Kultur Keller ,G,RKT,Stettfurt,Stettfurt,TG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000612,Somehuus Sursee ,G  PAMATH,"ATV, RKT",Sursee,Sursee <Eigenproduktionen Kindertheater und Theatergruppe Somehuus unter ZSV>,LU,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000613,Stadttheater Sursee (Spielstätte von Stadttheater Sursee Schauspielkommission),G,GGH,Sursee,Sursee,LU,,(Inthega),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000614,(Centre Culturel) Le Royal,G,RKZ,Tavannes,Tavannes,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000615,Kulturraum Thalwil,G,RKT,Thalwil,Thalwil,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000616,Kellertheater Thun (später: Kleintheater Alte Oele),,x,Thun,Thun,BE,,x,,,1963-1986,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000617,Kleintheater Alte Oele (früher: Kellertheater Thun) (Kleintheater Thun),P G,"ATV, RKT",Thun,Thun,BE,,KTV,a,,,Kellertheater Thun,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000618,"Kultur- und Kongresszentrum Thun (KKT, KKThun) (Schadausaal) (Spielstätten von Kunstgesellschaft Thun KGT)",G,"GGH, VOK",Thun,Thun,BE,,(Inthega)  KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000619,Markuskirche Thun,G,RKT,Thun,Thun,BE,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000620,Kino Rätia Thusis,G,RKT,Thusis,Thusis,GR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000621,Salle de la Marelle,G kein aktiver Veranstalter,???,Tramelan,Tramelan,JU,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000622,Aula Magna <Spielstätte von: SUSPI>,G,AUS,Trevano,Lugano,TI,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000623,LArbanel,G,RKT,Treyvaux,Treyvaux,FR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000624,Kulturzentrum Gasometer,G,RKT,Triesen FL,Triesen,FL,,-0,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000625,Stadtkeller Unterseen,G,RKT,Unterseen,Unterseen,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000626,Zeltainer,G,RKT,Unterwasser,Unterwasser <Eigenproduktionen unter ZSV>,SG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000627,Central Uster,G,RKT,Uster,Uster,ZH,,(KTV),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000628,Gemeindesaal Utzwil,G kein aktiver Veranstalter,???,Utzwil,Utzwil,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000629,Kulturtreff Rotfarb,G,VOK,Uznach,Uznach,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000630,Schlösslekeller,G,RKT,Vaduz,Vaduz,FL,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000631,Vaduzer Saal,G,,Vaduz,Vaduz,FL,,,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000632,Théâtre des Ranches,,x,Vernier,Vernier,GE,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000633,Teatro Dimitri,P G,RKT,Verscio,Verscio,TI,,"KTV, TASI assitej",a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000634,Le Reflet Théâtre de Vevey,G,"GGH, TFS",Vevey,Vevey,VD,,Corodis KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000635,Les Trois-Quarts <Spielstätte von Compagnie Trois-Quarts>,P G,KTE,Vevey,Vevey,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000636,Théâtre de LOriental,G,"GGH, TFS",Vevey,Vevey,VD,,x,a,,,L'Espace de l'Oriental,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000637,Théâtre de Poche de la Grenette (Théâtre de la Grenette) (Nouveau théâtre de poche de la Grenette),G,RKT,Vevey,Vevey,VD,,KTV,a,,,Nouveau théâre de poche de la Grenette,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000638,"Théâtre de l'Odéon, L'Odeon",G,"ATV, RKT",Villeneuve,Villeneuve,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000639,La Poste (Theater La Poste),G,GGH,Visp,Visp,VS,,Inthega,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000640,Kulturgarage Wädenswil,G,<Spielstätte Volkstheater Wädenswil>,Wädenswil,Wädenswil,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000641,Theater Ticino,G,RKT,Wädenswil,Wädenswil,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000642,Theater Café Roulotte,FAHRENDES KLEINTH,???,Wald,Mönchaltorf,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000643,Theater im Pfarrhauskellter,G,RKT,Waldenburg,Waldenburg,BL,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000644,Kulturzentrum Rüttihubelbad,G,RKT,Walkringen,Walkringen,BE,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000645,Walzehuser Bühni,G,RKT,Walzenhausen,Walzenhausen,AR,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000646,Kellertheater Wangen,G,RKT,Wangen an der Aare,Wangen an der Aare,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000647,Ratshaussaal Weinfelden (Spielstätte von: Theater- und Konzertgesellschaft Mittelthurgau),G,GGH,Weinfelden,Weinfelden,TG,,(Inthega),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000648,"Theaterhaus Thurgau (Spielstätte: Theater Bilitz, bühni wyfelde, theagovia Theater)",P G,"ATV, KTE",Weinfelden,Weinfelden,TG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000649,Thurgauerhof Weinfelden <Spielstätte der Theater- und Konzertgesellschaft Mittelthurgau>,G,GGH,Weinfelden,Weinfelden,TG,,(Inthega),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000650,Tiefenmühle  (Theatermühle),G,RKT,Weinfelden,Weinfelden,TG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000651,Figurentheater Wettingen,P G PUTH,STP,Wettingen,Wettingen,AG,,x,a,,1979-,Marionettenbühne Wettingen,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000652,Kulturfabrik Wetzikon (Kulti),G,RKZ,Wetzikon,Wetzikon,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000653,Scala,G,RKZ,Wetzikon,Wetzikon,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000654,Chällertheater im Baronenhaus,G,VOK,Wil SG,Wil SG,SG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000655,Gare de Lion,G,?,Wil SG,Wil SG,SG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000656,momoll theater,P G,"KTE, <Spielstätte für externe>",Wil SG (früher: Wattwil),Wattwil SG,SG,,assitej     KTV,a,r,,Mo Moll Theater,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000657,Kultur-Werkstatt,G,RKZ,Wil SG,Wil SG,SG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000658,Tonhalle Wil,G,GGH,Wil SG,Wil SG,SG,,Inthega,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000659,Rathausbühne Willisau,G,??? (noch für Theaternutzung?),Willisau,Willisau,LU,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000660,Alte Kaserne (Kulturzentrum Alte Kaserne),G,RKZ,Winterthur,Winterthur,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000661,Casinotheater Winterthur,P G,VOK,Winterthur,Winterthur,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000662,Keller Theater Winterthur (Kellertheater Winterthur) (Kellertheater Goldige Schluuch),P G,"KTE, TFS, RKT (?)",Winterthur,Winterthur,ZH,,,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000663,Marionetten Theater im Waaghaus (Winterthurer Marionetten)(Winterthurer Marionetten Theater),E P G PUTH,STP,Winterthur,Winterthur: Puppentheater im Waaghaus,ZH,,Unima,a,,,"Kleine Marionettenbühne Winterthur, Puppentheater im Waaghaus, Puppentheater Winterthur",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000664,Parkarena (Kongress Zentrum),G kein aktiver Veranstalter,???,Winterthur,Winterthur,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000665,Sommertheater Winterthur,P G,"KTE, Sommertheater",Winterthur,Winterthur,ZH,,SBV,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000666,Theater am Gleis,P G,"RKT, TFS, etc. ??? (Mehrspartenhaus, Spielstätte Freie Szene, Tanz- und Kinder-/Jugendtheater",Winterthur,Winterthur,ZH,,KTV,a,,,Kleines Welttheater (unter: Theater am Gleis),,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000667,Theater am Stadtgarten (später: Theater Winterthur(,G,x,Winterthur,Winterthur,ZH,,x,na,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000668,Theater Kanton Zürich (TZ) (inkl. Träger: Genossenschaft Theater Kanton Zürich),E,KTE,Winterthur,Winterthur,ZH,,SBV       assitej,a,r,,Theater für den Kanton Zürich,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000669,Theater Winterthur,G/P,GGH,Winterthur,Winterthur,ZH,,SBV,a,r,,"Theater am Stadtgarten, Stadttheater Winterthur",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000670,Kantiforum Wohlen (kanti forum Wohlen),G,???,Wohlen,Wohlen,AG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000671,Sternensaal,G,RKT,Wohlen,Wohlen,AG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000672,Kleintheater Braui,G,RKT,Worb,Worb,BE,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000673,Aula Magna,G kein aktiver Veranstalter,???,Yverdon-les-bains,Yverdon-les-bains,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000674,Casino-Théâtre d'Yverdon (später: Théâtre Municipal),G,x,Yverdon-les-bains,?,VD,,x,a,,1898-1958,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000675,Club Paradis ,G kein aktiver Veranstalter,x,Yverdon-les-bains,Yverdon-les-bains,VD,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000676,LÉchandole (Théâtre de l'Echandole),G,GGH,Yverdon-les-bains,Yverdon-les-bains,VD,,Corodis  KTV,a,,,Théâtre de Poche l'Echandole,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000677,La Marvie,G kein aktiver Veranstalter,???,Yverdon-les-bains,Yverdon-les-bains,,,x,,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000678,Le Petit Globe (später: Club Paradis),G kein aktiver Veranstalter,???,Yverdon-les-bains,Yverdon-les-bains,VD,,x,a,,-2015,,,,,-2015,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000679,Théâtre Benno Besson (früher: Théâtre du Casino),G P,"GGH, KTE",Yverdon-les-bains,Yverdon-les-bains,VD,,Corodis,a,,,Casino-Théâtre d'Yverdon,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000680,"Théâtre du Casino (früher: Théâtre Municipal, später: Théâtre Benno Besson)",G,x,Yverdon-les-bains,Yverdon-les-bains,VD,,x,na,,1974-1996,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000681,Théâtre du Castrum <Spielstätte?>,,x,Yverdon-les-bains,Yverdon-les-bains,VD,,x,na,,,,,,,,
