owl:Class,dct:identifier,spa:accessionNumber,ex:SignaturAlt_CabaretArchiv,schema:name,schema:genre,schema:author,eclap:director,schema:performer,schema:productionCompany,ex:Jahr,ex:Referenz,schema:duration,schema:comment,ex:Anzahl,ex:Lieferant,ex:Schlagwort,ex:Art
spa:Audio,STS-Audio00001681,MC 270/03-04,,"5. Lenker Tage für Theaterwissenschaft 1989. ""Hoffmanns Erzählungen"" als Festspiel-Oper. Die Hintergründe der Bregenzer Produktion (Arbeitsgruppe Udo Staf, Samstag 28.10.89; Fortsezung auf MC 270/4)","D, Op",00/Div  (Udo Staf),,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001682,MC 270/05,,"5. Lenker Tage für Theaterwissenschaft 1989. ""Hoffmanns Erzählungen"" als Festspiel-Oper. Die Hintergründe der Bregenzer Produktion (Arbeitsgruppe Udo Staf, Sonntag 29.10.89) ","D, Op",00/Div  (Udo Staf),,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001683,MC 270/06-07,,"5. Lenker Tage für Theaterwissenschaft 1989. Von einem dicken Herrn, von Augen und von Spiegeln. Analyse der Inszenierung von Jérôme Savary (Arbeitsgruppe Jürgen Schläder, Samstag 28.10.98, Fortsetzung auf MC 270/7)","D, Op",00/Div  (Jürgen Schläder),,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001684,MC 270/08,,"5. Lenker Tage für Theaterwissenschaft 1989. Von einem dicken Herrn, von Augen und von Spiegeln. Analyse der Inszenierung von Jérôme Savary (Arbeitsgruppe Jürgen Schläder, Sonntag 29.10.98)","D, Op",00/Div  (Jürgen Schläder),,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001685,MC 270/09,,"5. Lenker Tage für Theaterwissenschaft 1989. Fragmente zur Aufführung eines Torsos. Musikwissenschaftliche Analyse (Arbeitsgruppe Jürg Stenzl, Samstag 28.10.89)","D, Op",00/Div  (Jürg Stenzl),,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001686,MC 270/10,,"5. Lenker Tage für Theaterwissenschaft 1989. Fragmente zur Aufführung eines Torsos. Musikwissenschaftliche Analyse (Arbeitsgruppe Jürg Stenzl, Sonntag 29.10.89)","D, Op",00/Div  (Jürg Stenzl),,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001687,MC 270/11,,"5. Lenker Tage für Theaterwissenschaft 1989. Von Hoffmanns Erzählungen zu ""Hoffmanns Erzählungen"" (Arbeitsgruppe Peter Utz, Sonntagmorgen 29.10.89)","D, Op",00/Div  (Peter Utz),,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001688,MC 270/12,,"5. Lenker Tage für Theaterwissenschaft 1989. Von Hoffmanns Erzählungen zu ""Hoffmanns Erzählungen"" (Arbeitsgruppe Peter Utz, Sonntagnachmittag 29.10.89)","D, Op",00/Div  (Peter Utz),,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001689,MC 270/13-14,,"5. Lenker Tage für Theaterwissenschaft 1989. Das spezifische bei Savarys ""Hoffmann"" (Schlussdiskussion, Fortsetzung auf MC 270/14)","D, Op","00/Div (Schaer, Michel)",,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen)). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001690,MC 270/15,,"5. Lenker Tage für Theaterwissenschaft 1989.  (Jacques Offenbach ""Hoffmanns Erzählungen""). Vorstellung der Referenten (Jürgen Schläder, Hans-Christian Schmidt, Udo Staf, Jürg Stenzl, Peter Utz, Michel Schaer)","D, Op",00/Div,,,,1989,,,"5. Lenker Tage für Theaterwissenschaft 1989 (Jacques Offenbach ""Hoffmanns Erzählungen""). Tagungsakten. ",,,,
spa:Audio,STS-Audio00001691,MC 271,,"6. Lenker Tage für Theaterwissenschaft 1989. (Marivaux, Pierre Carlet de Chamblain ""Triumph der Liebe""). Talk-Show mit Frau Gerda Scheffel","D, S",00/Div,,Gerda Scheffel,,1990,,,"6. Lenker Tage für Theaterwissenschaft 1989 (Marivaux, Pierre Carlet de Chamberlain ""Triumph der Liebe""). Tagungsakten",,,,
spa:Audio,STS-Audio00001692,MC 272/1-2,,7. Lenker Tage für Theaterwissenschaft 1991. Conférence Pierre Michot: La beauté de la partition - plaidoyer d'un mélomane (conférence). 2 Kassetten,"D, Op",00/Div (Pierre Michot),,,,1991,,,"7. Lenker Tage für Theaterwissenschaft 1991 (Ludwig van Beethoven ""Fidelio""). Tagungsakten",,,,
spa:Audio,STS-Audio00001693,MC 272/3,,7. Lenker Tage für Theaterwissenschaft 1991. Fidelio - Warum? (Schlussgespräch),"D, Op","00/Div (Schläder, Jürgen; Schaaf, Johannes)",,,,1991,,,"7. Lenker Tage für Theaterwissenschaft 1991 (Ludwig van Beethoven ""Fidelio""). Tagungsakten",,,,
spa:Audio,STS-Audio00001694,MC 273/1,,"8. Lenker Tage für Theaterwissenschaft 1992. (Heinrich von Kleist ""Das Käthchen von Heilbronn""). Referat Andreas Kotte: Aufgeführt auf dem Theater an der Wien, den 17., 18. und 19. März 1810 - eine theaterhistorische Rekonstruktion.","D, S",00/Div (Andreas Kotte),,,,1992,,,"8. Lenker Tage für Theaterwissenschaft 1992 (Heinrich von Kleist ""das Käthchen von Heilbronn). Tagungsakten",,,,
spa:Audio,STS-Audio00001695,MC 273/2,,"8. Lenker Tage für Theaterwissenschaft 1992. (Heinrich von Kleist ""Das Käthchen von Heilbronn""). Schlussgespräch. Michel Danthe und das Publikum stellen Fragen an Wilfried Schulz über das Berliner Theatertreffen ","D, S",00/Div,,,,1992,,,"8. Lenker Tage für Theaterwissenschaft 1992 (Heinrich von Kleist ""das Käthchen von Heilbronn). Tagungsakten",,,,
spa:Audio,STS-Audio00001696,MC 274/01,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). Conférence Béatrice Perregaux: Histoire lue, jouée, dansée - Ramuz, pionnier du théâtre épique. (15.10.93)","D, Op",00/Div (Béatrice Perregaux),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001697,MC 274/02,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). Vorstellung der Arbeitsgruppen (Beatrice Perregaux, Philippe Girard, Andreas Kotte, Nyeja Noiret, Ruth Berghaus, Michel Schaer)","D, Op",00/Div,,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001698,MC 274/03,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). La dramaturgie de l'histoire du soldat (Arbeitsgruppe Perregaux 17.10.99 vormittags)","D, Op",00/Div (Béatrice Perregaux),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001699,MC 274/04,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). La dramaturgie de l'histoire du soldat (Arbeitsgruppe Perregaux 17.10.99 nachmittags)","D, Op",00/Div (Béatrice Perregaux),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001700,MC 274/05,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). ""Laisser vibrer"". Les rapports entre la musique et la mise en scène (Arbeitsgruppe Girard Samstag 16.10.93)","D, Op",00/Div (Philippe Girard),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001701,MC 274/06,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). ""Laisser vibrer"". Les rapports entre la musique et la mise en scène (Arbeitsgruppe Girard Sonntag 17.10.93)","D, Op",00/Div (Philippe Girard),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001702,MC 274/07,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). ""Le rideau se lève"" - Theaterwissenschaftliche Analyse der Inszenierung (Arbeitsgruppe Kotte, Sonntag nachmittag 17.10.93)","D, Op",00/Div (Andreas Kotte),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001703,MC 274/08,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). Die Sprache des Tanzes, die Sprache der Choreographie (Arbeitsgruppe Noiret, Samstag 16.10.99)","D, Op",00/Div (Nyeja Noiret),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001704,MC 274/09,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). Die Sprache des Tanzes, die Sprache der Choreographie (Arbeitsgruppe Noiret, Sonntag  17.10.99)","D, Op",00/Div (Nyeja Noiret),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001705,MC 274/10,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). ""Elle danse"" - Wie die Inszenierung entstand (Arbeitsgruppe Berghaus/Schaer, Samstag 16.10.99)","D, Op",00/Div (Ruth Berghaus; Michel Schaer),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001706,MC 274/11,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). ""Elle danse"" - Wie die Inszenierung entstand (Arbeitsgruppe Berghaus/Schaer, Sonntag 17.10.99)","D, Op",00/Div (Ruth Berghaus; Michel Schaer),,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001707,MC 274/12,,"9. Lenker Tage für Theaterwissenschaft 1993. (Strawinsky/ Ramuz ""L'histoire du soldat""). Schlussgespräch mit Ruth Berghaus (9. Lenker Theater Tage) Kassette defekt, scheint alles gelöscht zu sein (15.12.99 ts)","D, Op",00/Div,,,,1993,,,"9. Lenker Tage für Theaterwissenschaft 1993 (Strawinsky, Igor / Ramuz, Charles-Ferdinand ""L'histoire du soldat"" in der Inszenierung von Ruth Berghaus in der Laudinella St. Moritz 1990). Tagungsakten",,,,
spa:Audio,STS-Audio00001708,MC 275/1,,4. Lenker Tage für Theaterwissenschaft 1988. Referat Peter Ammann: Grundsätzliche Ueberlegungen zur Umsetzung eines Theaterstücks auf den Bildschirm,"D, S",00/Div (Peter Ammann),,,,1988,,,"4. Lenker Tage für Theaterwissenschaft 1988 (Samuel Beckett ""Warten auf Godot"") Tagungsakten",,,,
spa:Audio,STS-Audio00001709,MC 275/2,,4. Lenker Tage für Theaterwissenschaft 1988. Einführung/Eröffnung durch Christian Schneeberger; zusätzl. Vorstellung des Wirtes Walter Tritten,"D, S",00/Div,,,,1988,,,"4. Lenker Tage für Theaterwissenschaft 1988 (Samuel Beckett ""Warten auf Godot"") Tagungsakten",,,,
spa:Audio,STS-Audio00001710,MC 275/3,,"4. Lenker Tage für Theaterwissenschaft 1988. Arbeitsgruppe Urs Widmer: ""Godot"" in Mundart. Probleme der Uebersetzung","D, S",00/Div (Urs Widmer),,,,1988,,,"4. Lenker Tage für Theaterwissenschaft 1988 (Samuel Beckett ""Warten auf Godot"") Tagungsakten",,,,
spa:Audio,STS-Audio00001711,MC 275/4,,4. Lenker Tage für Theaterwissenschaft 1988. Vorstellung der Arbeitsgruppenleiter (Seite A). Schlussdiskussion (Seite B).,"D, S",00/Div,,,,1988,,,"4. Lenker Tage für Theaterwissenschaft 1988 (Samuel Beckett ""Warten auf Godot"") Tagungsakten",,,,
spa:Audio,STS-Audio00001712,"MC 276
",,"Lernen, Abschied zu nehmen",H,"Seidel, Barbara",R: Walter Baumgartner,"Hans Richter, Tilli Breidenbach, Walter Morath, Rosmarie Pfluger, Paul Weibel Beatrice Hoba, Ben Baumgartner","DRS Zürich, 20.11.1971",1971,,,,1,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001713,"MC 277
",,"Weshalb Forellen in Rapperswil essen, wenn wir im Appenzellerland Speck haben können ? Eine Wanderung mit Robert Walser in Musik und Szene gesetzt von Ruedi Häusermann. Collage von Walser Texten",HF,"Walser, Robert ; Häusermann, Ruedi","M, R: Ruedi Häusermann","Sprecher: Zbigniew Bryczkowski, Michel Neuenschwander
Musiker: Martin Birnstiel, Monika Camenzind, Christian Strässle und Daniel Thomas",Schweizer Radio DRS,1996,,0:47:00,,1,G Christian Jauslin (Hörspielarchiv),"Walser, Robert",
spa:Audio,STS-Audio00001714,"MC 278
",,Maria Stuart. Trauerspiel in fünf Aufzügen. Studioaufzeichnung der Aufführung im Schauspielhaus Zürich 1986,S,"Schiller, Friedrich",M: Armin Brunner ; R: Gernd Heinz,"Maria Becker, Agnes Fink, Peter Ehrlich, Hans-Dieter Zeidler, Wolfgang Stendar, René Scheibli, Sven-Eric Bechtolf,...",Zuerich Schauspielhaus 1986,1986,,1:46:00,,2,G Christian Jauslin,,Privataufnahme
spa:Audio,STS-Audio00001715,MC 279,,Ausstellung theater,H,"Zindel, Ueli","R: Stephan Heilmann; M: Britten, Lyle, C. Ward, D. Tyson","Sara Capretti, Hanspeter Müller, Ives Raeber, Heinz Bühlmann, Markus Weidmann, Valerie Steinmann, Ueli Zindel, Heidi Roth, Ettore  Cella, Renate Steiger, Eva Schneid, Sandra Werner",Schweizer Radio DRS 1995,1995,,0:29:00,,1,G Christian Jauslin (Hörspielarchiv),,abklären
spa:Audio,STS-Audio00001716,MC 280,,"Dada Zürich. Übernahme Co-Produktion Theater am Neumarkt / Kunsthaus / Schauspielhaus Zürich anlässlich der Ausstellung ""Dada global""",H,"Glarner, Hannes","R: Hannes Glarner, Christian Jauslin ; M: Martin Gantenbein","Sara Capretti, Isabelle Menke, Martin Hug, Hanspeter Müller",Schweizer Radio DRS 1995,1995,,0:34:35,,1,G Christian Jauslin (Hörspielarchiv),Dada,
spa:Audio,STS-Audio00001717,MC 281,,Jack und ich,H,"Stalder, Heinz",R: Buschi Luginbühl ; M: Jonas C. Häfeli,Franziskus Abgottspon,Schweizer Radio DRS,1995,,1:00:30,,1,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001718,MC 282,,Ben simdi burdayim - jetz bini halt do. Türkendinder in der Schweiz,H,"Münzel, Renata",,,,1981,,,,,G Christian Jauslin (Hörspielarchiv),,abklären
spa:Audio,STS-Audio00001719,MC 283,,"Sit well, Edith! Ein Edith Sitwell - Stück",H,"Amann, Jürg",R: Hans-Helge Ott,"Darjes, Hille",Radio Bremen 1993,1993,,1:00:13,,1,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001720,MC 284,,Lieber Arthur. Deutsch: Wolfgang Tillner,H,"Herzberg, Judith",R: Christian Jausin,"Agnes Fink, AnneMarie Blanc, Maria Becker",Schweizer Radio DRS,1988,,0:49:55,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001721,MC 285,,Voltaire - Rousseau. Eine Begegnung im Oktober 1765. Übers.: Ulrich Kunzmann,H,"Prévand, Jean-François",R: Christian Jauslin,"Gert Westphal, Wolfgang Stendar",Schweizer Radio DRS,1993,,1:05:00,,,G Christian Jauslin (Hörspielarchiv),Voltaire ;  Rousseau,
spa:Audio,STS-Audio00001722,MC 286,,"Curt Bois - ""Auf unbestimmte Zeit ver(g)reist""",D,"Kuner, Jean-Claude",,Curt Bois,SFB/Radio DRS,1991,,1:19:00,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001723,MC 287,,Paula Wessely. Ein Portrait,D,"Troeschke, Harald von",,Paula Wessely,"Schweizer Radio DRS, 1970",1992,,,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001724,MC 288,,De Forschtinspäkter,H,"Sterchi, Beat",R: Walter Baumgartner,"Daniel Kasztura, Michael Neuenschwander, Daniel Boemle Peter Arens, Christine Egli, Elisabeth Berger, Liliana Heimberg",Schweizer Radio DRS,,,,,,G Christian Jauslin (Hörspielarchiv),Mundartstück,
spa:Audio,STS-Audio00001725,MC 289,,Ein Vertrag,H,"Mrozek, Slawomir",R:  Christian Jauslin,"Wolfram Berger, Ernst Schröder",Schweizer Radio DRS,1989,,1:12:00,,,G Christian Jauslin (Hörspielarchiv),2-Personenstück,
spa:Audio,STS-Audio00001726,MC 290,,Der Pensionierte. Nach F. Dürrenmatt,H,"Widmer, Urs",,Matthias Habich,Schweizer Radio DRS,,,,,,G Christian Jauslin (Hörspielarchiv),Kriminalstück,
spa:Audio,STS-Audio00001727,MC 291,,Johann Wolfgang von Goethe als Theaterleiter,"HF, D","Jauslin, Christian",R:  Christian Jauslin,,SRG,1982,,,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001728,MC 292,,Das Theater ein Traum. Prosatexte von Robert Walser aus den Jahren 1907-1908. Zusammengestellt von Michael Maassen,Po,"Walser, Robert",,Michael Maassen,,,,,,,,,
spa:Audio,STS-Audio00001729,MC 293,,"Kurt Hirschfeld, Dramaturg",D,"Jauslin, Christian","(R, Dra: Kurt Hirschfeld)",,Schweizer Radio DRS,1994,,1:00:00,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001730,MC 294,,Für und mit Friedrich Dürrenmatt,D,"Karter, Egon",,,Schweizer Radio DRS,1994,,1:00:00,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001731,MC 295,,"Die Fahrt der ""White Queen""",H,"Späth, Gerold",R: Mario Hindermann; M: Bruno Spörri,"Norbert Schwientek, Alexander Tschernek, Horst Warning, Susanne-Marie Wrage",Schweizer Radio DRS/ORF,1994,,1:13:00,,,G Christian Jauslin (Hörspielarchiv),4-Personenstück,
spa:Audio,STS-Audio00001732,MC 296,,Zu Gustav Rudolf Sellners Shakespeare-Inszenierungen. Gespräch mit dem Regisseur,D,"00 (Jauslin, Christian ; Sellner, Gustav Rudolf)",,,,1984,,,Text in Shakespeare Jahrbuch 1984 = 7.2: Shak 331 (1984),,G Christian Jauslin (Hörspielarchiv),"Sellner, Gustav Rudolf",
spa:Audio,STS-Audio00001733,MC 297,,Der Regisseur Leopold Lindtberg. Gespräch un Szenenausschnitte,D,"00 (Lindtberg, Leopold ; Jauslin, Christian)",,,Abendstudio,1982,,,,,G Christian Jauslin (Hörspielarchiv),"Lindtberg, Leopold",
spa:Audio,STS-Audio00001734,MC 298,,"Gespräch mit Gustav Rudolf Sellners während den Arbeiten zu ""Traum von Trachis"" in Basel",D,"00 (Jauslin, Christian ; Sellner, Gustav Rudolf)",,,Basel Studio : Entr'acte,1976,,,5 Sendungen,,G Christian Jauslin (Hörspielarchiv),"Sellner, Gustav Rudolf",
spa:Audio,STS-Audio00001735,MC 299,,Endspiel. Tonfragment. Szenenausschnitte und Kritiken zum Stück,H,"Beckett, Samuel","R: Maria von Ostfelden; BB: Rudolf Manz; Ltg: Rolf Bolli, Angelo Dick",,Zürich: Theater an der Winkelwiese,1963,,,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001736,MC 300,,"Werner Strub, Maskenbildner. Gespräch zwischen Martin Heule und Werner Strub anlässlich Reinhart-Ring Verleihung","D, CH","Heule, Martin",,,Basel: Schweizer Radio DRS,2000,,,,1,G Christian Jauslin (Hörspielarchiv),"Strub, Werner",
spa:Audio,STS-Audio00001737,MC 301,,Onyx hier! Eine Übungsstunde mit Fredy Knie Senior,D,"Jauslin, Christian",,,Basel: Schweizer Radio DRS,1981,,,,,G Christian Jauslin (Hörspielarchiv),"Knie, Fredy",
spa:Audio,STS-Audio00001738,MC 302,,Warum fährt ein Schweizer nach Rostock?,H,"Hagen, Edgar",M: Fritz Hauser,"Susanne Thommen, Uwe Rathsam, Urs Bihler, Monika Koch, Albi Klieber, Daniel Buser",Schweizer Radio DRS,1995,,0:00:49 ,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001739,MC 303,,1. Nel blu dipinto di blu; 2. Die ersten 7 Tage,H,"00/Div (1. Treichler, Hans Peter; 2. Schubiger, Jürg)",1. R: Walter Baumgartner; 2. R: Barbara Schlumpf,"1. Wolfgang Stendar, Michael Gempart, Ella Büchi, Bella Neri, Ursula Schäppi, Hans Peter Treichler; 2. Alfred Pfeife, Katharina von Bock, Herbert Leiser",Schweizer Radio DRS,1995-96,,0:00:48 ,,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001740,MC 304,,Der Menschheit ganzer Jammer ficht mich an. Porträt des Schauspielers Paul Felix Binz.,D Ch,"Rhyn, Henrik",,Paul Felix Binz,Schweizer Radio DRS,2000,, ,,1,G Kurt Bigger,Paul Felix Binz,
spa:Audio,STS-Audio00001741,MC 305,,"Die Masken sprechen. Sendung ""Chrüz u quer""",D Ch,"Kocher, Pierre",,"Gugge ""Les Nanas"" und ""Schlimmphoniker""",Bern: Radio Förderband,1996,,,,1,Les Nanas,Fasnacht,
spa:Audio,STS-Audio00001742,MC 306,,"Les Nanas 1999. Musik von der Gugge ""Les Nanas""","Fo, D Ch, X",0,,,Bern: Les Nanas,1999,,,,1,Les Nanas,Fasnacht,
spa:Audio,STS-Audio00001743,MC 307,,Amphytheater von Nyon. Bericht über die Entdeckung im Juni 1996,D,0,R: Doris Kuhlmann und Stanislaw Romatnyk,"Rymond Marzer, Frédéric Rossi, Véronique Révodot, Denis Weidmann, Jacques Locatelli",Schweizer Radio DRS,1997,,,,1,NL Kachler,,
spa:Audio,STS-Audio00001744,MC 308,,Herr Korbes empfängt,H,"Dürrenmatt, Friedrich",R: Kurt Bürgin,"Carl Kuhlmann, Walter Roderer, Herbert Dardel, Alfons Hoffmann, Nuri Neva, Regula Briner",Schweizer Radio DRS,2000,MCE 815,0:44:21,,1,Radiokiosk,,
spa:Audio,STS-Audio00001745,MC 308,,Nächtliches Gespräch mit einem verachteten Menschen,H,"Dürrenmatt, Friedrich",R: Kurt Bürgin,"Adolphe Spalinger, Hanns Ernst Jäger",Schweizer Radio DRS,2000,MCE 815,0:37:35,2. Hörspiel auf der Kassette,1,Radiokiosk,,
spa:Audio,STS-Audio00001746,MC 309,,Das Unternehmen der Wega,H,"Dürrenmatt, Friedrich",R: Hans Hausmann,"Matthias Habich, Walter Kiesler, Maximilian Wolters, Horst-Christian Beckmann, Walter Richter, Peter Matic, Adolph Spalinger, Wolfgang Reinbacher, Klaus-Henner Russius, Katharina Tüschen, Joachim Ernst, Kurt Fischer-Fehling, Rudolf Hofmann, Urs Bihler",Schweizer Radio DRS,2000,MCE 815,1:01:25,,1,Radiokiosk,,
spa:Audio,STS-Audio00001747,MC 310,,Die Panne und eine kurze Rede des Autors,H,"Dürrenmatt, Friedrich",R: Alfons Hoffmann,"Amido Hoffmann, Otto Nissl, Franz Johann Danz, Siegfried Süssenguth, Rudolf Hammacher, Fred Karsten, Walter Sprünglin, Rudi Wiechel, Thea Poras",Schweizer Radio DRS,2000,MCE 815,1:21:50,,1,Radiokiosk,,
spa:Audio,STS-Audio00001748,MC 311,,"1 Jahr Schauspielhaus unter Christoph Marthaler. Christoph Marthaler, Direktor Joseph Estermann, Stadtpräsident Zürich im Gespräch mit Dagmar Walser und Martin Walser",D,0,,"Christoph Marthaler, Joseph Estermann, Dagmar Walser und Martin Walser",DRS-2 (Forum 2),2001,,,Sendung vom 29.5.01,1,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001749,MC 312,,"Schliengschiefs ""Hamlet"" Schauspielhaus Zürich",D,0,,"Martin Walder, Andreas Isenschmied, Julia Lochte",DRS-2 (Reflexe),2001,,,Sendung vom 10.5.01,1,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001750,MC 313,,"1) 40 Jahre ""Theater heute"". 2) Frank Günther , Shakespeare Übersetzer",D,0,,"1)Martin Walder, henning Rischbieter 2) Martin Walder, Frank Günther",DRS-2 (Reflexe),2000,,,Sendung vom 12.11.2000,,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001751,MC 314,,Theater - die subventionierte Provokation?,D,0,,"Barbara Mundel, Hans J. Amman, Judith Gerstenberg, Reinhardt Stumm, Peter Burri",DRS-2 (Forum 2),2001,,,Sendung vom 8.5.2001,1,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001752,MC 315,,Volkstheater,D,0,,Ursula Frauchiger,DRS-2 (Reflexe),2001,,,Sendung vom 5.1.2001,1,G Christian Jauslin (Hörspielarchiv),,
spa:Audio,STS-Audio00001753,MC 316,,Liebe Frau Mermet. Eine Art Liebesbrief nach Briefen von Robert Walser,H,"Amman, Jürg",,,DRS,2001,,,,1,G Christian Jauslin (Hörspielarchiv),,
