owl:Class,dct:identifier,spa:accessionNumber,ex:SignaturAlt_CabaretArchiv,schema:name,schema:genre,schema:author,eclap:director,schema:performer,schema:productionCompany,ex:Jahr,ex:Referenz,schema:duration,schema:comment,ex:Anzahl,ex:Lieferant,ex:Schlagwort,ex:Art
spa:Audio,STS-Audio00000728,CD 426,,"Interview Werner Mittenzwei mit Mathilde Danegger (Schauspielerin), 1976, Teil 1. Über die Zeit des Zürcher Schauspielhauses als Exilbühne 1933 - 1945. Kopie des Originals (W.A. Berendsohn, Forschungsstelle für deutsche Exilliteratur der Universität Hamburg) für die Faust-Ausstellung im Schloss Thun 2008",D,"Mittenzwei, Werner",,Werner Mittenzwei und Mathilde Danegger,"W.A. Berendsohn, Forschungsstelle für deutsche Exilliteratur der Universität Hamburg",1976,,0:40:51,,1,,,
spa:Audio,STS-Audio00000729,CD 427,,"Interview Werner Mittenzwei mit Mathilde Danegger (Schauspielerin), 1976, Teil 2. Über die Zeit des Zürcher Schauspielhauses als Exilbühne 1933 - 1945. Kopie des Originals (W.A. Berendsohn, Forschungsstelle für deutsche Exilliteratur der Universität Hamburg) für die Faust-Ausstellung im Schloss Thun 2008",D,"Mittenzwei, Werner",,Werner Mittenzwei und Mathilde Danegger,"W.A. Berendsohn, Forschungsstelle für deutsche Exilliteratur der Universität Hamburg",1976,,0:28:59,,1,,,
spa:Audio,STS-Audio00000730,CD 428,,"Interview Werner Mittenzwei mit Mathilde Danegger (Schauspielerin), 1976, Teil 3. Über die Zeit des Zürcher Schauspielhauses als Exilbühne 1933 - 1945. Kopie des Originals (W.A. Berendsohn, Forschungsstelle für deutsche Exilliteratur der Universität Hamburg) für die Faust-Ausstellung im Schloss Thun 2008",D,"Mittenzwei, Werner",,Werner Mittenzwei und Mathilde Danegger,"W.A. Berendsohn, Forschungsstelle für deutsche Exilliteratur der Universität Hamburg",1976,,0:34:30,,1,,Zürcher Schauspielhaus 1933 - 1945,
spa:Audio,STS-Audio00000731,CD 429,,"Interview Werner Mittenzwei mit Mathilde Danegger (Schauspielerin), 1976, Teil 4. Über die Zeit des Zürcher Schauspielhauses als Exilbühne 1933 - 1945. Kopie des Originals (W.A. Berendsohn, Forschungsstelle für deutsche Exilliteratur der Universität Hamburg) für die Faust-Ausstellung im Schloss Thun 2008",D,"Mittenzwei, Werner",,Werner Mittenzwei und Mathilde Danegger,"W.A. Berendsohn, Forschungsstelle für deutsche Exilliteratur der Universität Hamburg",1976,,0:34:30,,1,,Zürcher Schauspielhaus 1933 - 1945,
spa:Audio,STS-Audio00000732,CD 430,,Unterm hohen Himmel: Parzival. Ein Stück für Kinder und Leute nach Motiven des Romans von Wolfram von Eschenbach (P: 15.11.2008),Ju,"Lange, Katrin","R: André Rössler, Brighild Möller; BB: Tine Becker, Anja Koch; K: Simone Steinhorst; M: Michel Baur; CH: Jan Krauter; D: Sabine Westermaier; Ltg: Bernd Lindner; ","Jan Krauter, Gabriele Hintermeier, Boris Koneczny, Nadja Stübiger, Bijan Zamani, Bernhard Baier, Rainer Philippi, Anne Düe, Anna Windmüller",Stuttgart: Schauspiel Stuttgart 2008/09,2008,,1:06:17,,1,,,
spa:Audio,STS-Audio00000733,"CD 431
",,Berta Garlan,H,"Schnitzler, Arthur",Hörspielbearb. und R: Max Ophüls; M: Peter Zwetkoff.,"Gert Westphal (Sprecher); Käthe Gold, Bernhard Wicki, Marianne Kehlau, Kurt Meisel, Willy Trenk-Trebitsch u.a.
",Südwestfunk ,1956,"ISBN 978-3-89940-798-3 , ISBN 3-89940-798-9",2:09:00,"1 Booklet. München: Hörverlag, 2006",2,Haupt,,
spa:Audio,STS-Audio00000734,CD 432,,Heinrich Heine Lyrik und Jazz,"R, Ja, Po","Heine, Heinrich",,"Gert Westphal, Das Attila-Zoller-Quartett",,2006 (1966),Philips 0602498766293 / ISBN 3-8291-1657-8,0:42:54,,1,G Gisela Zoch-Westphal,,
spa:Audio,STS-Audio00000735,CD 433,,"Un Tango pour Monsieur Lautrec (Fragments), Opéra latina en deux actes
Musique: Jorge Zulueta; Scénario: Jacobo Romano; Adaptation et livret: Jean Louis Bachellier",Op,"Zulueta, Jorge",R u CH: Blanca Li,Orchestre Symphonique et Lyrique de Nancy,F: Nancy: Opéra (UA 29.12.1998),1998,Mitusi SG ,0:51:47,,1,G Bern Stadttheater?,,Privataufnahme
spa:Audio,STS-Audio00000736,CD 434,,"Cyrano de Bergerac, Comédie héroïque en quatre actes (cinq tableaux) (1936) ",Op,"Alfano, Franco",ML: Markus Frank Ltg: Burkhard Schmilgun,"Manuela Uhl, Roxane, Jennifer Arnold,Susanna Bernhard, Roman Sadnik, Wolfgang Newerla, Simon Pauly, Paul McNamara, Matthias Kelin, Bernd Gebhardt, Konstantin Heintel, Chor der Oper Kiel, Philharmonisches Orchester Kiel,",,2002,,,"CD Kopie, vermutlich diese Kieler Produktion",2,G Bern Stadttheater?,,Privataufnahme
spa:Audio,STS-Audio00000737,CD 435,,"Die Schwierigkeit sich zu konzentrieren  (Texteinspielungen, gelesen von Norbert Klassen, und Bühnenmusik)",S,"00  (Klassen, Norbert)",R: Norbert Klassen,"Herwig Ursin, Thomas U. Hostettler, Nils Torpus",Bern: Schlachthaus,2001,,0:15:48,Dazu Regiebuch von Norbert Klassen in Bibliothek:  TS B 7.1: 1120(1+2),,G Norbert Klassen,,
spa:Audio,STS-Audio00000738,CD 436,,L'Upupa und der Triumph der Sohnesliebe (CD 1: 1. - 5. Bild),Op,"Henze, Hans Werner",0,0,,2003,Sikorski Musikverlage,0:57:14,Promo-CD. (Vermutlich Mitschnitt der Salzburger Uraufführung),1,0,,
spa:Audio,STS-Audio00000739,CD 437,,L'Upupa und der Triumph der Sohnesliebe (CD 2: 6. - 8. Bild),Op,"Henze, Hans Werner",0,0,,2003,Sikorski Musikverlage,0:43:54,Promo-CD. (Vermutlich Mitschnitt der Salzburger Uraufführung),1,0,,
spa:Audio,STS-Audio00000740,CD 438,,L'Upupa und der Triumph der Sohnesliebe (CD 3: 9. - 11. Bild),Op,"Henze, Hans Werner",0,0,,2003,Sikorski Musikverlage,0:52:49,Promo-CD. (Vermutlich Mitschnitt der Salzburger Uraufführung),1,0,,
spa:Audio,STS-Audio00000741,CD 439,,Les Musiques de la Cour de Savoie,"V, I","00/Div (Dufay, Guillaume; De Merques, Nicolas; Brumel, Antonie; De Longueval, Antonie; Binchois, Gilles; Dunstable, John)",Direction artistique: Vincent Arlettaz,"LaChapelle des Ducs de Savoie: Contreténor: Christophe Carré; Ténor: Nicolas Savoy; Ténor: Michel Mulhauser; Ténor: Simon Jordan; Basse, flûte à bec: Vincent Arlettaz; harpe gothique: Marie Bournisien; Orgue de la basilique Notre-Dame de Valère (vers 1430): Edmond Voeffray",,2008,Revue Musicale de Suisse Romande / RMSR 20081,1:02:35,Beilage zu: Revue musicale der suisse romande Nr. 1/2008 (Z1: 87) ,1,Revue Musicale de Suisse Romande,,Beilage zu Publ.
spa:Audio,STS-Audio00000742,CD 440,,"Massnahmen gegen Tazkis. Eigenproduktion der Innerstadtbühne Aarau. Uraufführung vom 3. November 1966, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Steiner, Eduard",R: Peter Oehme,"Marion Garai, Alfred Huber, Martin Kempf, Gian Fadri Töndury",Aarau: Innerstadtbühne 3.11.1966,2007 (1966),Fonoteca Nazionale Svizzera,1:19:43,Kopie: N. Archivio Fonoteca 26BD742,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000743,CD 440,,"Free Jazz (Radiosendung)
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",Ja,"Steiner, Eduard",0,0,Aarau: Innerstadtbühne,2007 (1966),Fonoteca Nazionale Svizzera,1:37:22,Kopie: N. Archivio Fonoteca 26BD742,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000744,CD 440,,"Sprachlogik und Bildlogik im Gedicht.
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",0,"Steiner, Eduard",0,0,Aarau: Innerstadtbühne,2007 (1966),Fonoteca Nazionale Svizzera,0:36:45,Kopie: N. Archivio Fonoteca 26BD742,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000745,CD 440,,"Moderne Poesie als supranationale Sprache
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",0,"Steiner, Eduard",0,0,Aarau: Innerstadtbühne,2007 (1966),Fonoteca Nazionale Svizzera,0:34:26,Kopie: N. Archivio Fonoteca 26BD742,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000746,CD 441,,"Der glückliche Prinz. Aufführung /Lesung vom 30. Juni 1967, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)","S, Re","Wilde, Oscar",0,"Walter Schlauss, Laszio Doba (Klavier)",Aarau: Innerstadtbühne 30.6.1967,2007 (1967),Fonoteca Nazionale Svizzera,0:28:52,Kopie: N. Archivio Fonoteca 26BD743,1,G Fonoteca,Kopie: N. Archivio Fonoteca 26BD743,
spa:Audio,STS-Audio00000747,CD 441,,"Die Ballade vom Zuchthaus Reading. Aufführung /Lesung vom 30. Juni 1967, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)","S, Re","Wilde, Oscar",0,"Walter Schlauss, Laszlo Doba (Klavier)","Aarau: Innerstadtbühne, 30.6.1967",2007 (1967),Fonoteca Nazionale Svizzera,0:37:55,Kopie: N. Archivio Fonoteca 26BD743,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000748,CD 441,,"Diskussion zur Aufführung von ""Der glückliche Prinz"" und ""Die Ballade vom Zuchthaus Reading"". (Aufführung /Lesung vom 30. Juni 1967, Innerstadtbühne Aarau)
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",0,"Wilde, Ocsar",0,0,Aarau: Innerstadtbühne 30.6.1967,2007 (1967),Fonoteca Nazionale Svizzera,0:39:46,Kopie: N. Archivio Fonoteca 26BD743,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000749,CD 441,,"Der Zirkus. Aufführung vom 11. Juli 1967, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Fischer, Kaspar",0,0,Aarau: Innerstadtbühne 11.7.1967,2007 (1967),Fonoteca Nazionale Svizzera,1:26:31,Kopie: N. Archivio Fonoteca 26BD743,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000750,CD 441,,"Concerto für Violoncello und Blasorchester (komponiert 1952)
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",I,"Ziilig, Winfried",0,0,,2007,Fonoteca Nazionale Svizzera,0:44:55,Kopie: N. Archivio Fonoteca 26BD743,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000751,CD 441,,"""Was ist 12-Ton Musik"", ein Interview mit Winfried Ziilig
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",0,"Ziilig, Winfried",0,0,,2007,Fonoteca Nazionale Svizzera,1:00:10,Kopie: N. Archivio Fonoteca 26BD743,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000752,CD 441,,"Die neue Schallplatte (Radiosendung): Sonate für Violine und Klavier von Bela Bartok (Erstaufnahme)
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",I,"Bartok, Bela",0,0,,2007,Fonoteca Nazionale Svizzera,0:30:51,Kopie: N. Archivio Fonoteca 26BD743,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000753,CD 441,,"Musik des 20. Jahrhunderts (Radiosendung): Konzert von John Cage und David Tudor
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",,"Cage, John; Tudor, David",0,0,Radio Bremen,1971/72,Fonoteca Nazionale Svizzera,1:03:32,Kopie: N. Archivio Fonoteca 26BD743,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000754,CD 442,,"DKS, ein Dunkelkammerstück. Uraufführung vom 14. Juni 1968, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Kraska, Piotr",R: Meier und Ghirardelli,,Aarau: Innerstadtbühne 14.6.1968,2007 (1968),Fonoteca Nazionale Svizzera,2:20:02,Kopie: N. Archivio Fonoteca 26BD744,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000755,CD 442,,"Lyrische Collagen. Stimmen und Texte vom Rimbaud bis Celan, zusammengestellt und erläutert von Eugen Faes. Aufführung vom 28. Juni 1968, Innerstadtbühne Aarau.
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",Po,"00 (Faes, Eugen)",,"Eugen Faes, Wera Windel, Urs Schaad",Aarau: Innerstadtbühne 28.6.1968,2007 (1968),Fonoteca Nazionale Svizzera,1:49:25,Kopie: N. Archivio Fonoteca 26BD744,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000756,CD 443,,"Die Geschichte vom Soldaten. Aufführung vom 25. Februar 1969, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",Op,"Ramuz, C. F.; Stravinsky, Igor",R: Nils Bertschinger,"Marianne Isler, Peter Bertschinger, Manfred Gerling, Guido von Salis. Instrumentalensemble: Emmy Heinz-Diémand, Rolf Gmür, Reinhard Morf",Aarau: Innerstadtbühne 25.2.1969,2007 (1969),Fonoteca Nazionale Svizzera,1:18:15,Kopie: N. Archivio Fonoteca 26BD745,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000757,CD 443,,"Der Sommer. Aufführung vom 29. April 1969, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Weingarten, Romain",R: Peter Oehme,"Eleonore Schmid, Peter Bertschinger, Manfred Gerling, Gian Fadri Töndury",Aarau: Innerstadtbühne 29.4.1969,2007 (1969),Fonoteca Nazionale Svizzera,1:15:47,Kopie: N. Archivio Fonoteca 26BD745,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000758,CD 443,,"3 Spiele mit Musik (Radiosendung)
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Lorca, Garcia",M: Hugo Pfister,0,,2007,Fonoteca Nazionale Svizzera,0:40:01,Kopie: N. Archivio Fonoteca 26BD745,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000759,CD 443,,"Elektronische Musik in Deutschland, Querschnitt von Dr. Manfred Richter
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",0,"Richter, Manfred",0,Sprecher: Peter Richner,,2007,Fonoteca Nazionale Svizzera,1:29:03,Kopie: N. Archivio Fonoteca 26BD745,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000760,CD 444,,"Poetenz. Aufführung vom 18. Juni 1966, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",Po,"Gwerder, Urban",0,"Urban Gwerder (Texte), F.M. Murer (Film), The Orion Gook (Musik)",Aarau: Innerstadtbühne 18.6.1966,2007 (1966),Fonoteca Nazionale Svizzera,1:33:35,Kopie: N. Archivio Fonoteca 26BD746,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000761,CD 444,,"Konkrete Poesie. Vortrag /Lesung von Eugen Gomringer (der im Programm ebenfalls angekündigte Claus Bremer war verhindert!). Veranstaltung vom 24. Juni 1966, Innerstadtbühne Aarau.
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",Po,"Gomringer, Eugen; Bremer, Claus",0,"Eugen Gomringer, Claus Bremer",Aarau: Innerstadtbühne 24.6.1966,2007 (1966),Fonoteca Nazionale Svizzera,1:20:11,Kopie: N. Archivio Fonoteca 26BD746,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000762,CD 444,,"Urfaust. Gastspiel des Bühnenstudios Zürich. Aufführung vom 1. Juli 1966, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Goethe, Johan Wolfgang von",R: Wolfgang Reichmann,0,Zürich: Bühnenstudio Zürich,2007 (1966),Fonoteca Nazionale Svizzera,1:53:47,Kopie: N. Archivio Fonoteca 26BD746,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000763,CD 444,,"Madame de Schweizer Erstaufführung. Eigeninszenierung der Innerstadtbühne Aarau.Theaterstück. Aufführung vom 28.12.1968
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Anouilh, Jean ","R: Nils Kerkenrath, Friedhelm Knoll; BB: Heiny Widmer; K: Marie Schatzmann, Elisabeth Baumann","Franz Matter, Dinah Hinz, Peter Hasslinger, Manfred Gerling, Andrea Lukas",Aarau: Innerstadtbühne 29.12.1968; Schweizerische Erstaufführung,2007,Fonoteca Nazionale Svizzera,0:46:33,Kopie: N. Archivio Fonoteca 26BD746,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000764,CD 444,,"Ein Phönix zuviel. Schweizer Erstaufführung. Eigeninszenierung der Innerstadtbühne Aarau. Aufführung vom 28.12.1968.
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Fry, Christopher","R: Nils Kerkenrath, Friedhelm Knoll; BB: Heiny Widmer; K: Marie Schatzmann, Elisabeth Baumann","Dinah Hinz, Peter Hasslinger, Andrea Lukas",Aarau: Innerstadtbühne 29.12.1968,2007,Fonoteca Nazionale Svizzera,1:00:48,Kopie: N. Archivio Fonoteca 26BD746,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000765,CD 445,,"Publikumsbeschimpfung. Schweizer Erstaufführung. Gastspiel des Kleintheaters Kramgasse 6 (Bern) in der Innerstadtbühne Aarau; (SE Bern: 17.5.1967). Aufführung vom 12. Juni 1967 (?), Innerstadtbühne 1967 (vorgängig ca. 5' Einführung)
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Handke, Peter",R: Paul Roland,"Peter Drescher, Manfred Gerling, Erich Göller, Norbert Klassen",Bern: Kleintheater Kramgasse 6,2007 (1967),Fonoteca Nazionale Svizzera,1:20:16,Kopie: N. Archivio Fonoteca 26BD746,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000766,CD 445,,"Modern Art et Zettera. Ein Publikumsgespräch mit Serge W. Stauffer. Veranstaltung vom 29. Juni 1967, Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",0,"Stauffer, Serge W.",0,Serge W. Stauffer,Aarau: Innerstadtbühne 29.6.1967,2007 (1967),Fonoteca Nazionale Svizzera,1:32:39,Kopie: N. Archivio Fonoteca 26BD746,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000767,CD 446,,"Hinter geschlossenen Türe. Gastspiel des Kleintheaters Kramgasse 6 (Bern)  (Premiere in Bern: 16. November 1965) in der Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Sartre, J. P.",0,0,Bern: Kleintheater Kramgasse 6,2007,Fonoteca Nazionale Svizzera,1:14:05,Kopie: N. Archivio Fonoteca 26BD748,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000768,CD 446,,"Extrait du ""Le Petit Prince"" (Lecture) (o.J, o.O., Innerstadtbühne Aarau?, Spielzeit 1965/66?)
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",H,"Saint-Exupéry, Antoine de",0,0,Aarau: Innerstadtbühne,2007,Fonoteca Nazionale Svizzera,0:37:15,Kopie: N. Archivio Fonoteca 26BD748,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000769,CD 446,,"Pizzicato. Musikalisches Cabaret (Aufzeichnung eines Gastspiels in der Innerstadtbühne Aarau, Spielzeit 1965/66)",K,"Hohler, Franz",0,Franz Hohler,Aarau: Innerstadtbühne,2007,Fonotaca Nazionale Svizzera,1:32:55,Kopie: N. Archivio Fonoteca 26BD748,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000770,CD 446,,"Ein Eremit wird entdeckt. Aufführung vom 29.3.1966, Eigeninszenierung der Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Saunders, James ",R: Peter Oehme; BB: Peter Hächler,"Peter Bertschinger, Kurt Schildknecht, Gian-Fadri Töndury, Mario Garaï, Alfred Huber",Aarau: Innerstadtbühne 29.3.1966,2007,Fonoteca Nazionle Svizzera,1:29:04,Kopie: N. Archivio Fonoteca 26BD748,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000771,CD 446,,"Die Polizei. 
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Mrozek, Slawomir",0,0,00 (produzierende Truppe nicht eruierbar),2007,Fonoteca Nazionale Svizzera,1:10:00,Kopie: N. Archivio Fonoteca 26BD748,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000772,CD 446,,"Hund im Hirn. Groteske
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Goetz, Curt",,,Aarau: Innerstadtbühne,2007,Fonoteca Nazionale Svizzera,0:24:20,Kopie: N. Archivio Fonoteca 26BD748,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000773,CD 447,,"Ursula  Bergen liest Tucholsky
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",R,"Tucholsky, Kurt",0,Ursula Bergen,Aarau: Innerstadtbühne,2007,Fonoteca Nazionale Svizzera,1:14:27,Kopie: N. Archivio Fonoteca 26BD749,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000774,CD 447,,"Kennen Sie die Milchstrasse?. Eigenproduktion der Innerstadtbühne Aarau. P: 26. Januar 1967, Innerstadtbühne Aarau.
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Wittlinger, Kurt",R: Peter Oehme,"Otto Mächtlinger, Ingold Wildenauer",Aarau: Innerstadtbühne 26.1.1967,2007 (1967),Fonoteca Nazionale Svizzera,1:17:22,Kopie: N. Archivio Fonoteca 26BD749,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000775,CD 447,,"Draussen vor der Tür. Gastspiel des Kleintheaters Kramgasse 6 (Bern) in der Innerstadtbühne Aarau (März 1967).
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Borchert, Wolfgang",0,0,Bern: Kleintheater Kramgasse 6,2007,Fonoteca Nazionale Svizzera,1:20:02,Kopie: N. Archivio Fonoteca 26BD749,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000776,CD 447,,"Das Ei. Eigenproduktion der Innerstadtbühne Aarau. P: 3. Oktober 1967,  Innerstadtbühne Aarau
(AIFF-Dateien: Auf Computer runterladen und dann mit iTunes anhören)",S,"Marceau, Félicien",R: René Scheibli,"Ruth Bannwart, Anja von Bosch, Marion Garai, Wernher Buck, Bruno Felix, Martin Kempf, Hans Heinz Moser",Aarau: Innerstadtbühne 3.10.1967,2007,Fonoteca Nazionale Svizzera,1:33:48,Kopie: N. Archivio Fonoteca 26BD749,1,G Fonoteca,NL Innerstadtbühne Aarau,
spa:Audio,STS-Audio00000777,CD 448,,Of mice and men - Von Mäusen und Menschen. Soundtrack zu einer Theater Gurten Produktion nach dem Roman von John Steinbeck.,"I, ","Shizzoe, Hank (Steinbeck, John)",0,Thomas Erb; Hank Shizzoe; Claudia Bettinaglio,"Bern: Theater Gurten, P: 4.7.2008",2008,SUISA / MMCD 40708,0:33:48,,1,,,
spa:Audio,STS-Audio00000778,CD 449,,"Herr Lehmann. Uraufführung im Berner Schlachthaus. Ein Musik Theater mit Trummer. Nach dem Berliner-Roman von Sven Regener. Mit Musik von ""Element Of Crime"" und Trummer. Ein Musical zu 20 Jahren Mauerfall.",Mu,"Johannsmeier, Rolf (nach Sven Regener)","R: Rolf Johannsmeier; ML: Christoph Trummer, Robert Aeberhard; BB: Renate Wünsch, Stefanie Liniger","Christoph Trummer, Robert Aeberhard, Carmen Riha, Ev Scheiben, Michael Wyder",3428 Wiler: mammagena 2009,2009,VA 142032-Adcom,0:21:59,"Programmheftbeilage, kein Verkauf",1,Theatergruppe,,
spa:Audio,STS-Audio00000779,CD 450,,"Première partie: Pièces de démonstration. 1. Igor Stravinsky ""Le Sacre du Printemps (première partie), arr. Jay Bacal; 2. Claude Debussy ""La Mer"", ""Jeux de vagues"", arr. Andrew Blaney; 3. Gabriel Faudré ""Pavane"", arr. Jay Bacal; 4. Igor Stravinsky ""L'Oiseau de Feu"", ""Danse infernale"", arr. Alex Temple; 5. Ludwig van Beethoven ""Quatuor op 59 n° 3, finale"", arr. Jay Bacal; Deuxième Partie: Illustration des articles. 6. Pierre-Luc Vallet ""Improvisation""; orgue Hammond B3 & cabine Leslie; 7. Coralie Hinger ""Theremin's lament"", thérémine solo et bruitages; 8. Thomas Bloch ""Item"" (2003) pour 9 on-des Marenot; 9. Onde sinusoïdale; 10. carrée; 11. triangl; 12. en dents de scie; 13. Synthétiseur ""RCA Mk II"" (vers 1950; 14. Sons dont la période transitoire de début et fin a été coupée; 15. Les mêmes sons non coupés (dans le même ordre); 16. Exemple fictif d'arrangement pour cordes non réussi.",I,00 (Div.),"Arrangements: Jay Bacal, Andrew Blaney, Alex Temple",0,0,2009,Revue Musicale de Suisse Romande,0:54:30,"Beilage zu Z ""Revue Musicale de Suisse Romande"" No 62/2 (Z 1: 87)",1,Revue Musicale de Suisse Romande,,Beilage zu Publ.
